source,target,source_title,target_title,shared_subtasks,cosine,jaccard,weighted_cosine,same_soc_major_group
29-1051.00,29-1151.00,Pharmacists,Nurse Anesthetists,4,0.1429,0.0769,0.1555,1
29-1129.01,29-1171.00,Art Therapists,Nurse Practitioners,4,0.1429,0.0769,0.1456,1
29-1218.00,29-2033.00,Obstetricians and Gynecologists,Nuclear Medicine Technologists,3,0.1429,0.0769,0.1447,1
29-1218.00,29-2099.05,Obstetricians and Gynecologists,Ophthalmic Medical Technologists,3,0.1429,0.0769,0.1812,1
29-1229.06,29-2061.00,Sports Medicine Physicians,Licensed Practical and Licensed Vocational Nurses,4,0.1429,0.0769,0.1439,1
29-2033.00,29-2053.00,Nuclear Medicine Technologists,Psychiatric Technicians,3,0.1429,0.0769,0.1325,1
29-2052.00,29-2053.00,Pharmacy Technicians,Psychiatric Technicians,3,0.1429,0.0769,0.1397,1
15-1253.00,15-2041.00,Software Quality Assurance Analysts and Testers,Statisticians,3,0.1427,0.075,0.0826,1
15-1254.00,15-2041.00,Web Developers,Statisticians,3,0.1427,0.075,0.0888,1
17-2011.00,17-2051.01,Aerospace Engineers,Transportation Engineers,3,0.1427,0.075,0.1417,1
19-2011.00,25-1041.00,Astronomers,"Agricultural Sciences Teachers, Postsecondary",3,0.1427,0.075,0.1414,0
19-2011.00,25-1062.00,Astronomers,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",3,0.1427,0.075,0.1302,0
29-1071.01,29-1127.00,Anesthesiologist Assistants,Speech-Language Pathologists,3,0.1427,0.075,0.1184,1
29-1071.01,29-9091.00,Anesthesiologist Assistants,Athletic Trainers,3,0.1427,0.075,0.0861,1
29-1224.00,29-1229.04,Radiologists,Physical Medicine and Rehabilitation Physicians,3,0.1417,0.0698,0.1711,1
29-1224.00,29-2057.00,Radiologists,Ophthalmic Medical Technicians,3,0.1417,0.0698,0.1952,1
29-1229.03,29-2061.00,Urologists,Licensed Practical and Licensed Vocational Nurses,3,0.1417,0.0732,0.149,1
29-1229.05,29-2061.00,Preventive Medicine Physicians,Licensed Practical and Licensed Vocational Nurses,3,0.1417,0.0732,0.1537,1
29-2011.00,29-2034.00,Medical and Clinical Laboratory Technologists,Radiologic Technologists and Technicians,3,0.1417,0.0732,0.1388,1
29-2011.00,29-2061.00,Medical and Clinical Laboratory Technologists,Licensed Practical and Licensed Vocational Nurses,3,0.1417,0.0732,0.1347,1
15-1243.00,15-1299.09,Database Architects,Information Technology Project Managers,3,0.1414,0.075,0.1396,1
15-1299.02,15-1299.09,Geographic Information Systems Technologists and Technicians,Information Technology Project Managers,3,0.1414,0.075,0.1544,1
17-2021.00,17-2171.00,Agricultural Engineers,Petroleum Engineers,3,0.1414,0.075,0.152,1
17-2021.00,17-3025.00,Agricultural Engineers,Environmental Engineering Technologists and Technicians,3,0.1414,0.075,0.0532,1
17-2111.00,17-2141.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Mechanical Engineers,4,0.1414,0.0755,0.116,1
17-2111.02,17-2171.00,Fire-Prevention and Protection Engineers,Petroleum Engineers,3,0.1414,0.075,0.1207,1
17-2111.02,17-3025.00,Fire-Prevention and Protection Engineers,Environmental Engineering Technologists and Technicians,3,0.1414,0.075,0.1072,1
17-2141.00,17-3025.00,Mechanical Engineers,Environmental Engineering Technologists and Technicians,4,0.1414,0.0755,0.1112,1
19-1041.00,25-1031.00,Epidemiologists,"Architecture Teachers, Postsecondary",3,0.1414,0.075,0.1356,0
19-1041.00,25-1063.00,Epidemiologists,"Economics Teachers, Postsecondary",3,0.1414,0.075,0.1423,0
19-1041.00,25-1065.00,Epidemiologists,"Political Science Teachers, Postsecondary",3,0.1414,0.075,0.1333,0
19-1041.00,25-1071.00,Epidemiologists,"Health Specialties Teachers, Postsecondary",3,0.1414,0.075,0.1252,0
29-1212.00,29-2081.00,Cardiologists,"Opticians, Dispensing",3,0.1414,0.075,0.0,1
29-1229.01,29-2035.00,Allergists and Immunologists,Magnetic Resonance Imaging Technologists,3,0.1414,0.075,0.1331,1
29-1161.00,29-2056.00,Nurse Midwives,Veterinary Technologists and Technicians,4,0.141,0.0741,0.1406,1
29-1127.00,29-2032.00,Speech-Language Pathologists,Diagnostic Medical Sonographers,4,0.1409,0.0755,0.151,1
29-1127.00,29-9099.01,Speech-Language Pathologists,Midwives,4,0.1409,0.0755,0.1377,1
29-1181.00,29-2036.00,Audiologists,Medical Dosimetrists,4,0.1409,0.0755,0.1318,1
29-2011.02,29-2056.00,Cytotechnologists,Veterinary Technologists and Technicians,3,0.1406,0.0667,0.1587,1
17-2112.02,17-2141.02,Validation Engineers,Automotive Engineers,3,0.1405,0.075,0.1228,1
17-2112.02,17-2199.05,Validation Engineers,Mechatronics Engineers,3,0.1405,0.075,0.1345,1
19-1023.00,19-1031.00,Zoologists and Wildlife Biologists,Conservation Scientists,3,0.1405,0.075,0.1395,1
19-1023.00,19-1032.00,Zoologists and Wildlife Biologists,Foresters,3,0.1405,0.075,0.168,1
19-2099.01,19-3032.00,Remote Sensing Scientists and Technologists,Industrial-Organizational Psychologists,3,0.1405,0.075,0.1353,1
29-1021.00,29-9092.00,"Dentists, General",Genetic Counselors,3,0.1405,0.075,0.1311,1
29-1211.00,29-2055.00,Anesthesiologists,Surgical Technologists,3,0.1405,0.075,0.1524,1
17-2121.00,17-3026.00,Marine Engineers and Naval Architects,Industrial Engineering Technologists and Technicians,4,0.1404,0.0755,0.1353,1
29-1051.00,29-1124.00,Pharmacists,Radiation Therapists,4,0.1404,0.0755,0.1446,1
29-1051.00,29-2061.00,Pharmacists,Licensed Practical and Licensed Vocational Nurses,4,0.1404,0.0755,0.1302,1
17-2081.00,17-3028.00,Environmental Engineers,Calibration Technologists and Technicians,3,0.14,0.0732,0.1223,1
19-1029.04,19-2011.00,Biologists,Astronomers,3,0.14,0.0732,0.121,1
19-2021.00,19-3022.00,Atmospheric and Space Scientists,Survey Researchers,3,0.14,0.0732,0.14,1
19-2021.00,19-4012.01,Atmospheric and Space Scientists,Precision Agriculture Technicians,3,0.14,0.0732,0.1429,1
29-1071.01,29-1123.00,Anesthesiologist Assistants,Physical Therapists,3,0.14,0.0732,0.1286,1
29-1122.01,29-1126.00,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Respiratory Therapists,3,0.14,0.0732,0.1349,1
17-2161.00,17-3011.00,Nuclear Engineers,Architectural and Civil Drafters,3,0.1399,0.075,0.1417,1
17-2199.08,17-3029.08,Robotics Engineers,Photonics Technicians,3,0.1399,0.075,0.1438,1
19-1029.03,19-2041.02,Geneticists,Environmental Restoration Planners,3,0.1399,0.075,0.1379,1
19-3051.00,19-4071.00,Urban and Regional Planners,Forest and Conservation Technicians,3,0.1399,0.075,0.0532,1
29-1161.00,29-2011.01,Nurse Midwives,Cytogenetic Technologists,3,0.1399,0.075,0.1318,1
29-1217.00,29-2011.01,Neurologists,Cytogenetic Technologists,3,0.1399,0.075,0.1278,1
15-2051.02,29-9021.00,Clinical Data Managers,Health Information Technologists and Medical Registrars,3,0.1396,0.075,0.0,0
19-4012.00,19-4061.00,Agricultural Technicians,Social Science Research Assistants,3,0.1396,0.075,0.1419,1
29-1122.00,29-1299.01,Occupational Therapists,Naturopathic Physicians,3,0.1396,0.075,0.1626,1
29-1122.00,29-2012.00,Occupational Therapists,Medical and Clinical Laboratory Technicians,3,0.1396,0.075,0.1333,1
29-1122.00,29-2033.00,Occupational Therapists,Nuclear Medicine Technologists,3,0.1396,0.075,0.1228,1
29-1122.00,29-2099.05,Occupational Therapists,Ophthalmic Medical Technologists,3,0.1396,0.075,0.1521,1
29-1141.03,29-1213.00,Critical Care Nurses,Dermatologists,3,0.1396,0.0682,0.1258,1
29-1216.00,29-2033.00,General Internal Medicine Physicians,Nuclear Medicine Technologists,3,0.1396,0.075,0.1373,1
29-1216.00,29-2053.00,General Internal Medicine Physicians,Psychiatric Technicians,3,0.1396,0.075,0.1492,1
29-2053.00,29-9021.00,Psychiatric Technicians,Health Information Technologists and Medical Registrars,3,0.1396,0.075,0.0,1
17-3022.00,17-3026.00,Civil Engineering Technologists and Technicians,Industrial Engineering Technologists and Technicians,3,0.1393,0.0714,0.1283,1
19-2042.00,19-3041.00,"Geoscientists, Except Hydrologists and Geographers",Sociologists,3,0.1393,0.0714,0.1547,1
19-3041.00,19-4042.00,Sociologists,"Environmental Science and Protection Technicians, Including Health",3,0.1393,0.0714,0.1327,1
29-1129.01,29-1229.02,Art Therapists,Hospitalists,3,0.1393,0.0714,0.143,1
29-1129.01,29-1229.03,Art Therapists,Urologists,3,0.1393,0.0714,0.1438,1
29-1292.00,29-2032.00,Dental Hygienists,Diagnostic Medical Sonographers,3,0.1391,0.0698,0.1541,1
29-1292.00,29-2036.00,Dental Hygienists,Medical Dosimetrists,3,0.1391,0.0698,0.1088,1
29-2072.00,29-9099.01,Medical Records Specialists,Midwives,3,0.1391,0.0698,0.1383,1
15-1254.00,15-2031.00,Web Developers,Operations Research Analysts,3,0.1387,0.0732,0.1378,1
19-1041.00,25-1041.00,Epidemiologists,"Agricultural Sciences Teachers, Postsecondary",3,0.1387,0.0732,0.1374,0
19-1041.00,25-1062.00,Epidemiologists,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",3,0.1387,0.0732,0.1305,0
29-1129.02,29-2081.00,Music Therapists,"Opticians, Dispensing",3,0.1387,0.0732,0.1391,1
29-1223.00,29-9091.00,Psychiatrists,Athletic Trainers,3,0.1387,0.0732,0.1225,1
29-1224.00,29-9091.00,Radiologists,Athletic Trainers,4,0.1387,0.0741,0.1795,1
29-1229.01,29-9091.00,Allergists and Immunologists,Athletic Trainers,3,0.1387,0.0732,0.1002,1
29-1123.00,29-2032.00,Physical Therapists,Diagnostic Medical Sonographers,4,0.1383,0.0741,0.145,1
29-1123.00,29-2036.00,Physical Therapists,Medical Dosimetrists,4,0.1383,0.0741,0.108,1
29-1126.00,29-9099.01,Respiratory Therapists,Midwives,4,0.1383,0.0741,0.159,1
29-1141.04,29-2032.00,Clinical Nurse Specialists,Diagnostic Medical Sonographers,4,0.1383,0.0741,0.1466,1
29-1141.04,29-2036.00,Clinical Nurse Specialists,Medical Dosimetrists,4,0.1383,0.0741,0.1283,1
29-1031.00,29-1229.06,Dietitians and Nutritionists,Sports Medicine Physicians,4,0.138,0.0741,0.1702,1
29-1031.00,29-2034.00,Dietitians and Nutritionists,Radiologic Technologists and Technicians,4,0.138,0.0741,0.1459,1
17-2199.06,17-3024.00,Microsystems Engineers,Electro-Mechanical and Mechatronics Technologists and Technicians,4,0.1379,0.0741,0.1582,1
19-2042.00,19-4042.00,"Geoscientists, Except Hydrologists and Geographers","Environmental Science and Protection Technicians, Including Health",4,0.1379,0.0741,0.1251,1
17-2111.00,17-3026.01,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Nanotechnology Engineering Technologists and Technicians,3,0.1376,0.0732,0.1557,1
17-2112.01,17-2171.00,Human Factors Engineers and Ergonomists,Petroleum Engineers,3,0.1376,0.0732,0.1283,1
17-2171.00,17-3026.01,Petroleum Engineers,Nanotechnology Engineering Technologists and Technicians,3,0.1376,0.0732,0.1428,1
19-1023.00,19-1029.02,Zoologists and Wildlife Biologists,Molecular and Cellular Biologists,3,0.1376,0.0732,0.1535,1
29-1128.00,29-1222.00,Exercise Physiologists,"Physicians, Pathologists",3,0.1376,0.0732,0.093,1
29-1131.00,29-1214.00,Veterinarians,Emergency Medicine Physicians,3,0.1376,0.0732,0.1588,1
29-1212.00,29-1222.00,Cardiologists,"Physicians, Pathologists",3,0.1376,0.0732,0.0,1
29-1222.00,29-2035.00,"Physicians, Pathologists",Magnetic Resonance Imaging Technologists,3,0.1376,0.0732,0.1351,1
29-2035.00,29-2051.00,Magnetic Resonance Imaging Technologists,Dietetic Technicians,3,0.1376,0.0732,0.1318,1
17-1011.00,17-2112.03,"Architects, Except Landscape and Naval",Manufacturing Engineers,3,0.1375,0.0714,0.0883,1
17-1011.00,17-2141.01,"Architects, Except Landscape and Naval",Fuel Cell Engineers,3,0.1375,0.0714,0.1169,1
17-2112.03,17-3027.01,Manufacturing Engineers,Automotive Engineering Technicians,3,0.1375,0.0714,0.1289,1
17-2141.01,17-3028.00,Fuel Cell Engineers,Calibration Technologists and Technicians,3,0.1375,0.0714,0.1184,1
19-2011.00,25-1021.00,Astronomers,"Computer Science Teachers, Postsecondary",3,0.1375,0.0714,0.1313,0
19-2011.00,25-1043.00,Astronomers,"Forestry and Conservation Science Teachers, Postsecondary",3,0.1375,0.0714,0.1369,0
19-2011.00,25-1053.00,Astronomers,"Environmental Science Teachers, Postsecondary",3,0.1375,0.0714,0.1405,0
19-2011.00,25-1054.00,Astronomers,"Physics Teachers, Postsecondary",3,0.1375,0.0714,0.1359,0
29-1071.01,29-1229.06,Anesthesiologist Assistants,Sports Medicine Physicians,3,0.1375,0.0714,0.1224,1
29-1122.01,29-2034.00,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Radiologic Technologists and Technicians,3,0.1375,0.0714,0.1323,1
17-1012.00,17-2141.00,Landscape Architects,Mechanical Engineers,3,0.1369,0.0682,0.116,1
17-2072.01,17-2141.02,Radio Frequency Identification Device Specialists,Automotive Engineers,3,0.1369,0.0732,0.1328,1
19-1029.03,19-1031.00,Geneticists,Conservation Scientists,3,0.1369,0.0732,0.1251,1
19-1029.03,19-2012.00,Geneticists,Physicists,3,0.1369,0.0732,0.1812,1
19-1029.03,19-4099.01,Geneticists,Quality Control Analysts,3,0.1369,0.0732,0.1577,1
19-2012.00,19-4092.00,Physicists,Forensic Science Technicians,3,0.1369,0.0732,0.188,1
19-2099.01,19-4092.00,Remote Sensing Scientists and Technologists,Forensic Science Technicians,3,0.1369,0.0732,0.167,1
19-3091.00,19-4051.02,Anthropologists and Archeologists,Nuclear Monitoring Technicians,3,0.1369,0.0698,0.1364,1
19-4099.01,19-4099.03,Quality Control Analysts,Remote Sensing Technicians,3,0.1369,0.0732,0.1578,1
29-1224.00,29-2072.00,Radiologists,Medical Records Specialists,3,0.1369,0.0682,0.1676,1
17-2051.02,17-2072.00,Water/Wastewater Engineers,"Electronics Engineers, Except Computer",3,0.1365,0.0732,0.1784,1
17-2051.02,17-3029.08,Water/Wastewater Engineers,Photonics Technicians,3,0.1365,0.0732,0.1322,1
17-2072.00,17-2199.07,"Electronics Engineers, Except Computer",Photonics Engineers,3,0.1365,0.0732,0.1634,1
17-2072.00,17-2199.09,"Electronics Engineers, Except Computer",Nanosystems Engineers,3,0.1365,0.0732,0.156,1
17-2112.00,17-3029.08,Industrial Engineers,Photonics Technicians,3,0.1365,0.0732,0.1339,1
17-2199.09,17-3029.08,Nanosystems Engineers,Photonics Technicians,3,0.1365,0.0732,0.1416,1
29-1161.00,29-2012.00,Nurse Midwives,Medical and Clinical Laboratory Technicians,3,0.1365,0.0732,0.1201,1
29-1161.00,29-2033.00,Nurse Midwives,Nuclear Medicine Technologists,3,0.1365,0.0732,0.1352,1
29-1161.00,29-2099.05,Nurse Midwives,Ophthalmic Medical Technologists,3,0.1365,0.0732,0.1533,1
29-1217.00,29-2012.00,Neurologists,Medical and Clinical Laboratory Technicians,3,0.1365,0.0732,0.121,1
29-1217.00,29-2033.00,Neurologists,Nuclear Medicine Technologists,3,0.1365,0.0732,0.1076,1
29-1221.00,29-2033.00,"Pediatricians, General",Nuclear Medicine Technologists,3,0.1365,0.0732,0.142,1
15-1232.00,29-9021.00,Computer User Support Specialists,Health Information Technologists and Medical Registrars,3,0.1364,0.0732,0.0,0
11-9111.00,15-1299.04,Medical and Health Services Managers,Penetration Testers,3,0.1361,0.0714,0.1141,0
15-1255.00,15-1299.09,Web and Digital Interface Designers,Information Technology Project Managers,3,0.1361,0.0714,0.1452,1
17-2021.00,17-3027.00,Agricultural Engineers,Mechanical Engineering Technologists and Technicians,3,0.1361,0.0714,0.1565,1
19-1029.04,19-4031.00,Biologists,Chemical Technicians,3,0.1361,0.0714,0.1239,1
19-2021.00,19-4031.00,Atmospheric and Space Scientists,Chemical Technicians,3,0.1361,0.0714,0.1491,1
29-1126.00,29-2081.00,Respiratory Therapists,"Opticians, Dispensing",3,0.1361,0.0714,0.139,1
29-1151.00,29-2081.00,Nurse Anesthetists,"Opticians, Dispensing",3,0.1361,0.0714,0.122,1
29-1171.00,29-2099.01,Nurse Practitioners,Neurodiagnostic Technologists,3,0.1361,0.0714,0.1301,1
29-1124.00,29-9099.01,Radiation Therapists,Midwives,4,0.1358,0.0727,0.1501,1
19-1031.03,19-2043.00,Park Naturalists,Hydrologists,4,0.1356,0.0727,0.1273,1
29-1031.00,29-1129.01,Dietitians and Nutritionists,Art Therapists,4,0.1356,0.0727,0.1608,1
15-1241.00,15-1299.07,Computer Network Architects,Blockchain Engineers,3,0.1355,0.0652,0.1496,1
29-2043.00,29-2056.00,Paramedics,Veterinary Technologists and Technicians,3,0.1355,0.0652,0.1377,1
17-1011.00,17-2071.00,"Architects, Except Landscape and Naval",Electrical Engineers,3,0.1351,0.0698,0.1504,1
17-1011.00,17-3026.00,"Architects, Except Landscape and Naval",Industrial Engineering Technologists and Technicians,3,0.1351,0.0698,0.1133,1
17-2061.00,17-2071.00,Computer Hardware Engineers,Electrical Engineers,3,0.1351,0.0698,0.1284,1
17-2199.06,17-3027.01,Microsystems Engineers,Automotive Engineering Technicians,3,0.1351,0.0698,0.0982,1
17-3026.00,17-3028.00,Industrial Engineering Technologists and Technicians,Calibration Technologists and Technicians,3,0.1351,0.0698,0.1311,1
19-2011.00,25-1022.00,Astronomers,"Mathematical Science Teachers, Postsecondary",3,0.1351,0.0698,0.1228,0
19-2011.00,25-1032.00,Astronomers,"Engineering Teachers, Postsecondary",3,0.1351,0.0698,0.131,0
19-2011.00,25-1051.00,Astronomers,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",3,0.1351,0.0698,0.1326,0
19-2011.00,25-1064.00,Astronomers,"Geography Teachers, Postsecondary",3,0.1351,0.0698,0.1336,0
19-2042.00,19-4012.01,"Geoscientists, Except Hydrologists and Geographers",Precision Agriculture Technicians,3,0.1351,0.0698,0.1649,1
19-4012.01,19-4042.00,Precision Agriculture Technicians,"Environmental Science and Protection Technicians, Including Health",3,0.1351,0.0698,0.1542,1
17-2051.01,17-3012.00,Transportation Engineers,Electrical and Electronics Drafters,3,0.135,0.0714,0.1711,1
17-2051.01,17-3031.00,Transportation Engineers,Surveying and Mapping Technicians,3,0.135,0.0714,0.1346,1
29-1021.00,29-1129.02,"Dentists, General",Music Therapists,3,0.135,0.0714,0.1267,1
29-1214.00,29-9091.00,Emergency Medicine Physicians,Athletic Trainers,3,0.135,0.0714,0.1656,1
29-1241.00,29-9091.00,"Ophthalmologists, Except Pediatric",Athletic Trainers,3,0.135,0.0714,0.0829,1
29-2055.00,29-9091.00,Surgical Technologists,Athletic Trainers,3,0.135,0.0714,0.1241,1
29-1141.03,29-1292.00,Critical Care Nurses,Dental Hygienists,3,0.1348,0.0667,0.1447,1
29-1081.00,29-2032.00,Podiatrists,Diagnostic Medical Sonographers,3,0.1347,0.0682,0.1205,1
29-1229.02,29-2032.00,Hospitalists,Diagnostic Medical Sonographers,3,0.1347,0.0682,0.1278,1
29-1229.03,29-2036.00,Urologists,Medical Dosimetrists,3,0.1347,0.0682,0.1275,1
29-2011.00,29-9099.01,Medical and Clinical Laboratory Technologists,Midwives,3,0.1347,0.0682,0.1316,1
17-2072.01,17-3025.00,Radio Frequency Identification Device Specialists,Environmental Engineering Technologists and Technicians,3,0.1342,0.0714,0.0943,1
17-2111.00,17-2199.08,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Robotics Engineers,3,0.1342,0.0714,0.1581,1
17-2131.00,17-2161.00,Materials Engineers,Nuclear Engineers,3,0.1342,0.0714,0.1503,1
17-2131.00,17-2199.08,Materials Engineers,Robotics Engineers,3,0.1342,0.0714,0.1163,1
19-1029.02,19-4071.00,Molecular and Cellular Biologists,Forest and Conservation Technicians,3,0.1342,0.0714,0.1417,1
19-1029.02,19-4099.03,Molecular and Cellular Biologists,Remote Sensing Technicians,3,0.1342,0.0714,0.1227,1
29-1011.00,29-1128.00,Chiropractors,Exercise Physiologists,3,0.1342,0.0714,0.154,1
29-1128.00,29-1242.00,Exercise Physiologists,"Orthopedic Surgeons, Except Pediatric",3,0.1342,0.0714,0.0,1
