source,target,source_title,target_title,shared_subtasks,cosine,jaccard,weighted_cosine,same_soc_major_group
17-3028.00,17-3029.01,Calibration Technologists and Technicians,Non-Destructive Testing Specialists,3,0.21,0.1154,0.2208,1
19-1029.04,19-3011.01,Biologists,Environmental Economists,5,0.21,0.1163,0.2254,1
19-2021.00,19-3099.01,Atmospheric and Space Scientists,Transportation Planners,5,0.21,0.1163,0.2424,1
29-1122.01,29-2092.00,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Hearing Aid Specialists,3,0.21,0.1154,0.206,1
29-1123.00,29-1299.01,Physical Therapists,Naturopathic Physicians,5,0.21,0.1163,0.2389,1
29-1123.00,29-2053.00,Physical Therapists,Psychiatric Technicians,5,0.21,0.1163,0.2077,1
29-1123.00,29-2099.05,Physical Therapists,Ophthalmic Medical Technologists,5,0.21,0.1163,0.2161,1
29-1141.04,29-2099.05,Clinical Nurse Specialists,Ophthalmic Medical Technologists,5,0.21,0.1163,0.2117,1
29-1151.00,29-1218.00,Nurse Anesthetists,Obstetricians and Gynecologists,5,0.21,0.1163,0.232,1
29-1151.00,29-2012.00,Nurse Anesthetists,Medical and Clinical Laboratory Technicians,5,0.21,0.1163,0.18,1
29-1171.00,29-2099.05,Nurse Practitioners,Ophthalmic Medical Technologists,5,0.21,0.1163,0.223,1
29-1218.00,29-2031.00,Obstetricians and Gynecologists,Cardiovascular Technologists and Technicians,5,0.21,0.1163,0.229,1
29-2099.05,29-9093.00,Ophthalmic Medical Technologists,Surgical Assistants,5,0.21,0.1163,0.2008,1
15-1253.00,15-1299.07,Software Quality Assurance Analysts and Testers,Blockchain Engineers,4,0.2097,0.1111,0.2086,1
17-1022.01,17-3023.00,Geodetic Surveyors,Electrical and Electronic Engineering Technologists and Technicians,4,0.2097,0.1081,0.2032,1
29-1124.00,29-2042.00,Radiation Therapists,Emergency Medical Technicians,4,0.2097,0.1081,0.0,1
29-1125.00,29-1229.06,Recreational Therapists,Sports Medicine Physicians,4,0.2097,0.1081,0.2254,1
29-1127.00,29-2091.00,Speech-Language Pathologists,Orthotists and Prosthetists,4,0.2097,0.1111,0.1467,1
29-1129.02,29-1213.00,Music Therapists,Dermatologists,4,0.2097,0.1111,0.1628,1
29-1129.02,29-1229.04,Music Therapists,Physical Medicine and Rehabilitation Physicians,4,0.2097,0.1111,0.2386,1
29-1129.02,29-1291.00,Music Therapists,Acupuncturists,4,0.2097,0.1111,0.2254,1
29-1181.00,29-1291.00,Audiologists,Acupuncturists,4,0.2097,0.1111,0.2413,1
29-2042.00,29-2061.00,Emergency Medical Technicians,Licensed Practical and Licensed Vocational Nurses,4,0.2097,0.1081,0.0,1
29-1031.00,29-1222.00,Dietitians and Nutritionists,"Physicians, Pathologists",5,0.2094,0.1136,0.1795,1
15-1211.00,15-1231.00,Computer Systems Analysts,Computer Network Support Specialists,5,0.2091,0.1163,0.2254,1
29-1127.00,29-1141.02,Speech-Language Pathologists,Advanced Practice Psychiatric Nurses,5,0.2091,0.1163,0.2424,1
29-1127.00,29-1216.00,Speech-Language Pathologists,General Internal Medicine Physicians,5,0.2091,0.1163,0.2006,1
29-1129.02,29-1216.00,Music Therapists,General Internal Medicine Physicians,5,0.2091,0.1163,0.1938,1
29-1129.02,29-1243.00,Music Therapists,Pediatric Surgeons,5,0.2091,0.1163,0.0,1
15-1299.01,15-1299.02,Web Administrators,Geographic Information Systems Technologists and Technicians,6,0.2089,0.1154,0.1805,1
29-1128.00,29-1141.03,Exercise Physiologists,Critical Care Nurses,6,0.2089,0.1154,0.2347,1
29-1131.00,29-1141.03,Veterinarians,Critical Care Nurses,6,0.2089,0.1154,0.2154,1
29-1141.03,29-2035.00,Critical Care Nurses,Magnetic Resonance Imaging Technologists,6,0.2089,0.1154,0.1907,1
17-2031.00,17-3025.00,Bioengineers and Biomedical Engineers,Environmental Engineering Technologists and Technicians,5,0.2085,0.1163,0.1104,1
17-2072.00,17-2131.00,"Electronics Engineers, Except Computer",Materials Engineers,5,0.2085,0.1163,0.2211,1
17-2131.00,17-3011.00,Materials Engineers,Architectural and Civil Drafters,5,0.2085,0.1163,0.2336,1
17-2171.00,17-3011.00,Petroleum Engineers,Architectural and Civil Drafters,5,0.2085,0.1163,0.206,1
17-3011.00,17-3025.00,Architectural and Civil Drafters,Environmental Engineering Technologists and Technicians,5,0.2085,0.1163,0.1923,1
17-3025.00,17-3029.08,Environmental Engineering Technologists and Technicians,Photonics Technicians,5,0.2085,0.1163,0.2332,1
19-1031.02,19-2041.02,Range Managers,Environmental Restoration Planners,4,0.2085,0.1143,0.2374,1
29-1022.00,29-1221.00,Oral and Maxillofacial Surgeons,"Pediatricians, General",3,0.2085,0.1034,0.192,1
29-1128.00,29-1217.00,Exercise Physiologists,Neurologists,5,0.2085,0.1163,0.2038,1
29-1217.00,29-1229.05,Neurologists,Preventive Medicine Physicians,4,0.2085,0.1143,0.1756,1
19-2012.00,19-2099.01,Physicists,Remote Sensing Scientists and Technologists,5,0.2083,0.1163,0.2365,1
29-1211.00,29-9092.00,Anesthesiologists,Genetic Counselors,5,0.2083,0.1163,0.1828,1
29-1224.00,29-2081.00,Radiologists,"Opticians, Dispensing",5,0.2083,0.1111,0.1562,1
15-2099.01,29-2099.08,Bioinformatics Technicians,Patient Representatives,3,0.208,0.1154,0.1913,0
17-2051.01,17-2141.00,Transportation Engineers,Mechanical Engineers,6,0.208,0.1154,0.2124,1
29-1125.00,29-1229.02,Recreational Therapists,Hospitalists,3,0.208,0.1154,0.1987,1
29-1125.00,29-1229.05,Recreational Therapists,Preventive Medicine Physicians,3,0.208,0.1154,0.2061,1
17-2071.00,17-2072.01,Electrical Engineers,Radio Frequency Identification Device Specialists,5,0.2076,0.1136,0.2186,1
17-2072.01,17-3026.00,Radio Frequency Identification Device Specialists,Industrial Engineering Technologists and Technicians,5,0.2076,0.1136,0.21,1
17-2161.00,17-2199.06,Nuclear Engineers,Microsystems Engineers,5,0.2076,0.1136,0.1265,1
17-2199.08,17-3026.00,Robotics Engineers,Industrial Engineering Technologists and Technicians,5,0.2076,0.1136,0.199,1
19-1029.03,19-2042.00,Geneticists,"Geoscientists, Except Hydrologists and Geographers",5,0.2076,0.1136,0.2406,1
29-1023.00,29-9099.01,Orthodontists,Midwives,4,0.2074,0.1026,0.2144,1
29-2031.00,29-2036.00,Cardiovascular Technologists and Technicians,Medical Dosimetrists,6,0.2074,0.1154,0.2158,1
29-2031.00,29-9099.01,Cardiovascular Technologists and Technicians,Midwives,6,0.2074,0.1154,0.2245,1
15-1212.00,15-1299.05,Information Security Analysts,Information Security Engineers,3,0.207,0.1071,0.2067,1
15-1212.00,15-2051.02,Information Security Analysts,Clinical Data Managers,3,0.207,0.1071,0.1686,1
17-2199.03,17-2199.11,"Energy Engineers, Except Wind and Solar",Solar Energy Systems Engineers,3,0.207,0.1154,0.2045,1
19-3011.00,19-3039.03,Economists,Clinical Neuropsychologists,3,0.207,0.1154,0.2125,1
29-1071.00,29-2043.00,Physician Assistants,Paramedics,3,0.207,0.1154,0.2049,1
29-1071.00,29-2057.00,Physician Assistants,Ophthalmic Medical Technicians,3,0.207,0.1154,0.2368,1
29-1071.00,29-2091.00,Physician Assistants,Orthotists and Prosthetists,3,0.207,0.1154,0.2484,1
29-2072.00,29-2091.00,Medical Records Specialists,Orthotists and Prosthetists,3,0.207,0.1154,0.2071,1
19-3022.00,19-3033.00,Survey Researchers,Clinical and Counseling Psychologists,4,0.2068,0.1143,0.227,1
19-3022.00,19-4012.00,Survey Researchers,Agricultural Technicians,4,0.2068,0.1143,0.1986,1
29-1071.01,29-1122.00,Anesthesiologist Assistants,Occupational Therapists,4,0.2068,0.1143,0.1806,1
29-1071.01,29-1141.02,Anesthesiologist Assistants,Advanced Practice Psychiatric Nurses,4,0.2068,0.1143,0.2044,1
29-1122.01,29-1243.00,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Pediatric Surgeons,4,0.2068,0.1143,0.0,1
17-2131.00,17-2199.03,Materials Engineers,"Energy Engineers, Except Wind and Solar",4,0.2066,0.1111,0.2111,1
19-4043.00,19-4051.00,"Geological Technicians, Except Hydrologic Technicians",Nuclear Technicians,4,0.2066,0.1111,0.098,1
29-1071.00,29-1128.00,Physician Assistants,Exercise Physiologists,4,0.2066,0.1111,0.2274,1
29-1131.00,29-2072.00,Veterinarians,Medical Records Specialists,4,0.2066,0.1111,0.1691,1
29-1292.00,29-2035.00,Dental Hygienists,Magnetic Resonance Imaging Technologists,4,0.2066,0.1111,0.177,1
29-1299.02,29-2035.00,Orthoptists,Magnetic Resonance Imaging Technologists,4,0.2066,0.1111,0.1905,1
17-2051.02,17-2121.00,Water/Wastewater Engineers,Marine Engineers and Naval Architects,5,0.2062,0.1136,0.2143,1
17-2112.00,17-2141.01,Industrial Engineers,Fuel Cell Engineers,5,0.2062,0.1136,0.1998,1
17-2112.00,17-3023.00,Industrial Engineers,Electrical and Electronic Engineering Technologists and Technicians,5,0.2062,0.1136,0.2251,1
17-2112.03,17-2199.07,Manufacturing Engineers,Photonics Engineers,5,0.2062,0.1136,0.1802,1
17-2112.03,17-2199.09,Manufacturing Engineers,Nanosystems Engineers,5,0.2062,0.1136,0.2078,1
17-2121.00,17-2199.07,Marine Engineers and Naval Architects,Photonics Engineers,5,0.2062,0.1136,0.1972,1
17-2141.01,17-2199.07,Fuel Cell Engineers,Photonics Engineers,5,0.2062,0.1136,0.2152,1
29-1218.00,29-2034.00,Obstetricians and Gynecologists,Radiologic Technologists and Technicians,5,0.2062,0.1136,0.2193,1
29-2052.00,29-2061.00,Pharmacy Technicians,Licensed Practical and Licensed Vocational Nurses,5,0.2062,0.1136,0.2006,1
29-2061.00,29-2099.05,Licensed Practical and Licensed Vocational Nurses,Ophthalmic Medical Technologists,5,0.2062,0.1136,0.2292,1
19-2032.00,19-2042.00,Materials Scientists,"Geoscientists, Except Hydrologists and Geographers",4,0.206,0.1053,0.2553,1
29-1214.00,29-2032.00,Emergency Medicine Physicians,Diagnostic Medical Sonographers,5,0.206,0.1111,0.2074,1
29-1241.00,29-2036.00,"Ophthalmologists, Except Pediatric",Medical Dosimetrists,5,0.206,0.1111,0.15,1
29-2036.00,29-2051.00,Medical Dosimetrists,Dietetic Technicians,5,0.206,0.1111,0.1763,1
15-1299.05,15-1299.09,Information Security Engineers,Information Technology Project Managers,4,0.2057,0.1143,0.2394,1
17-2199.11,17-3027.00,Solar Energy Systems Engineers,Mechanical Engineering Technologists and Technicians,4,0.2057,0.1081,0.1913,1
29-1126.00,29-1229.04,Respiratory Therapists,Physical Medicine and Rehabilitation Physicians,4,0.2057,0.1081,0.2053,1
29-1126.00,29-2057.00,Respiratory Therapists,Ophthalmic Medical Technicians,4,0.2057,0.1081,0.2111,1
29-1141.04,29-2043.00,Clinical Nurse Specialists,Paramedics,4,0.2057,0.1081,0.217,1
29-1171.00,29-2043.00,Nurse Practitioners,Paramedics,4,0.2057,0.1081,0.2187,1
29-1171.00,29-2091.00,Nurse Practitioners,Orthotists and Prosthetists,4,0.2057,0.1081,0.2063,1
29-1215.00,29-2033.00,Family Medicine Physicians,Nuclear Medicine Technologists,4,0.2057,0.1143,0.1834,1
29-1215.00,29-2053.00,Family Medicine Physicians,Psychiatric Technicians,4,0.2057,0.1143,0.184,1
29-1229.01,29-2053.00,Allergists and Immunologists,Psychiatric Technicians,4,0.2057,0.1143,0.1974,1
29-1229.04,29-9093.00,Physical Medicine and Rehabilitation Physicians,Surgical Assistants,4,0.2057,0.1081,0.2105,1
29-2031.00,29-2043.00,Cardiovascular Technologists and Technicians,Paramedics,4,0.2057,0.1081,0.1994,1
29-2033.00,29-2099.01,Nuclear Medicine Technologists,Neurodiagnostic Technologists,4,0.2057,0.1143,0.2003,1
29-2053.00,29-2081.00,Psychiatric Technicians,"Opticians, Dispensing",4,0.2057,0.1143,0.1837,1
29-2057.00,29-9093.00,Ophthalmic Medical Technicians,Surgical Assistants,4,0.2057,0.1081,0.2229,1
15-1221.00,15-1299.01,Computer and Information Research Scientists,Web Administrators,5,0.2052,0.1087,0.1958,1
15-1252.00,15-1299.01,Software Developers,Web Administrators,5,0.2052,0.1087,0.2045,1
17-2161.00,17-3026.01,Nuclear Engineers,Nanotechnology Engineering Technologists and Technicians,4,0.2052,0.1143,0.192,1
17-2199.08,17-3026.01,Robotics Engineers,Nanotechnology Engineering Technologists and Technicians,4,0.2052,0.1143,0.1999,1
17-2199.08,17-3031.00,Robotics Engineers,Surveying and Mapping Technicians,4,0.2052,0.1143,0.2034,1
19-1029.04,19-4012.00,Biologists,Agricultural Technicians,5,0.2052,0.1136,0.1694,1
29-1011.00,29-2051.00,Chiropractors,Dietetic Technicians,4,0.2052,0.1143,0.2116,1
29-1021.00,29-1242.00,"Dentists, General","Orthopedic Surgeons, Except Pediatric",4,0.2052,0.1143,0.0,1
29-1122.00,29-1126.00,Occupational Therapists,Respiratory Therapists,5,0.2052,0.1136,0.2027,1
29-1122.00,29-2031.00,Occupational Therapists,Cardiovascular Technologists and Technicians,5,0.2052,0.1136,0.1928,1
29-1141.02,29-9093.00,Advanced Practice Psychiatric Nurses,Surgical Assistants,5,0.2052,0.1136,0.1875,1
29-1141.03,29-1223.00,Critical Care Nurses,Psychiatrists,5,0.2052,0.1087,0.2328,1
29-1151.00,29-1243.00,Nurse Anesthetists,Pediatric Surgeons,5,0.2052,0.1136,0.0,1
29-1216.00,29-2031.00,General Internal Medicine Physicians,Cardiovascular Technologists and Technicians,5,0.2052,0.1136,0.2168,1
29-1222.00,29-1242.00,"Physicians, Pathologists","Orthopedic Surgeons, Except Pediatric",4,0.2052,0.1143,0.0,1
17-2051.01,17-3011.00,Transportation Engineers,Architectural and Civil Drafters,5,0.2045,0.1136,0.2432,1
29-1127.00,29-1161.00,Speech-Language Pathologists,Nurse Midwives,5,0.2045,0.1136,0.1821,1
29-1129.02,29-1221.00,Music Therapists,"Pediatricians, General",5,0.2045,0.1136,0.1913,1
29-1161.00,29-9091.00,Nurse Midwives,Athletic Trainers,5,0.2045,0.1136,0.1836,1
15-1299.09,15-2051.01,Information Technology Project Managers,Business Intelligence Analysts,3,0.2041,0.1111,0.2209,1
17-2131.00,17-2141.02,Materials Engineers,Automotive Engineers,5,0.2041,0.1136,0.2239,1
17-2131.00,17-2199.05,Materials Engineers,Mechatronics Engineers,5,0.2041,0.1136,0.189,1
17-2141.00,17-3027.00,Mechanical Engineers,Mechanical Engineering Technologists and Technicians,6,0.2041,0.1132,0.2271,1
17-3024.01,17-3029.01,Robotics Technicians,Non-Destructive Testing Specialists,3,0.2041,0.1111,0.2015,1
19-1029.02,19-2012.00,Molecular and Cellular Biologists,Physicists,5,0.2041,0.1136,0.28,1
19-1029.02,19-2099.01,Molecular and Cellular Biologists,Remote Sensing Scientists and Technologists,5,0.2041,0.1136,0.2001,1
19-1031.00,19-1031.02,Conservation Scientists,Range Managers,4,0.2041,0.1111,0.2391,1
19-2099.01,19-4051.02,Remote Sensing Scientists and Technologists,Nuclear Monitoring Technicians,4,0.2041,0.1111,0.2129,1
19-3034.00,19-3091.00,School Psychologists,Anthropologists and Archeologists,5,0.2041,0.1111,0.2141,1
19-3091.00,19-4071.00,Anthropologists and Archeologists,Forest and Conservation Technicians,5,0.2041,0.1111,0.2217,1
19-3091.00,19-4092.00,Anthropologists and Archeologists,Forensic Science Technicians,5,0.2041,0.1111,0.2457,1
29-1023.00,29-1215.00,Orthodontists,Family Medicine Physicians,3,0.2041,0.1111,0.1776,1
29-1023.00,29-1223.00,Orthodontists,Psychiatrists,3,0.2041,0.1111,0.2165,1
29-1023.00,29-1224.00,Orthodontists,Radiologists,4,0.2041,0.1,0.2535,1
29-1023.00,29-1229.01,Orthodontists,Allergists and Immunologists,3,0.2041,0.1111,0.1966,1
29-1023.00,29-2081.00,Orthodontists,"Opticians, Dispensing",3,0.2041,0.1111,0.2004,1
29-1081.00,29-1211.00,Podiatrists,Anesthesiologists,4,0.2041,0.1111,0.199,1
29-1128.00,29-1211.00,Exercise Physiologists,Anesthesiologists,5,0.2041,0.1136,0.1828,1
29-1128.00,29-9092.00,Exercise Physiologists,Genetic Counselors,5,0.2041,0.1136,0.2113,1
29-1131.00,29-1211.00,Veterinarians,Anesthesiologists,5,0.2041,0.1136,0.1921,1
29-1131.00,29-9092.00,Veterinarians,Genetic Counselors,5,0.2041,0.1136,0.1843,1
29-1229.01,29-2092.00,Allergists and Immunologists,Hearing Aid Specialists,3,0.2041,0.1111,0.1924,1
29-1229.05,29-9092.00,Preventive Medicine Physicians,Genetic Counselors,4,0.2041,0.1111,0.1916,1
29-2081.00,29-2092.00,"Opticians, Dispensing",Hearing Aid Specialists,3,0.2041,0.1111,0.2177,1
29-2092.00,29-2099.01,Hearing Aid Specialists,Neurodiagnostic Technologists,3,0.2041,0.1111,0.1848,1
11-9121.00,11-9121.01,Natural Sciences Managers,Clinical Research Coordinators,6,0.2037,0.1132,0.2182,1
29-2034.00,29-2036.00,Radiologic Technologists and Technicians,Medical Dosimetrists,6,0.2037,0.1132,0.2125,1
29-1031.00,29-1051.00,Dietitians and Nutritionists,Pharmacists,6,0.2034,0.1132,0.1914,1
17-2112.01,17-2141.00,Human Factors Engineers and Ergonomists,Mechanical Engineers,5,0.2028,0.1087,0.1866,1
17-2141.00,17-3012.00,Mechanical Engineers,Electrical and Electronics Drafters,5,0.2028,0.1087,0.2334,1
29-1021.00,29-1224.00,"Dentists, General",Radiologists,5,0.2028,0.1087,0.1561,1
17-2051.02,17-2199.06,Water/Wastewater Engineers,Microsystems Engineers,5,0.2026,0.1111,0.1667,1
17-2112.00,17-3024.00,Industrial Engineers,Electro-Mechanical and Mechatronics Technologists and Technicians,5,0.2026,0.1111,0.1594,1
17-2199.07,17-3024.00,Photonics Engineers,Electro-Mechanical and Mechatronics Technologists and Technicians,5,0.2026,0.1111,0.1897,1
19-2042.00,19-3011.01,"Geoscientists, Except Hydrologists and Geographers",Environmental Economists,5,0.2026,0.1111,0.2031,1
19-3011.01,19-4042.00,Environmental Economists,"Environmental Science and Protection Technicians, Including Health",5,0.2026,0.1111,0.2183,1
19-4021.00,19-4042.00,Biological Technicians,"Environmental Science and Protection Technicians, Including Health",5,0.2026,0.1111,0.2001,1
29-1051.00,29-2052.00,Pharmacists,Pharmacy Technicians,5,0.2026,0.1111,0.1964,1
29-1129.01,29-1218.00,Art Therapists,Obstetricians and Gynecologists,5,0.2026,0.1111,0.2299,1
29-1129.01,29-1299.01,Art Therapists,Naturopathic Physicians,5,0.2026,0.1111,0.2234,1
29-1129.01,29-2053.00,Art Therapists,Psychiatric Technicians,5,0.2026,0.1111,0.2405,1
19-3039.02,19-3091.00,Neuropsychologists,Anthropologists and Archeologists,4,0.2025,0.1026,0.2387,1
29-1071.00,29-1129.02,Physician Assistants,Music Therapists,4,0.2025,0.1081,0.1995,1
29-1127.00,29-2072.00,Speech-Language Pathologists,Medical Records Specialists,4,0.2025,0.1081,0.1939,1
29-1299.02,29-9091.00,Orthoptists,Athletic Trainers,4,0.2025,0.1081,0.1572,1
15-1212.00,15-1232.00,Information Security Analysts,Computer User Support Specialists,3,0.2023,0.1034,0.192,1
17-1011.00,17-2031.00,"Architects, Except Landscape and Naval",Bioengineers and Biomedical Engineers,4,0.2023,0.1111,0.2141,1
17-2051.00,17-2072.00,Civil Engineers,"Electronics Engineers, Except Computer",4,0.2023,0.1111,0.168,1
17-2072.00,17-3027.01,"Electronics Engineers, Except Computer",Automotive Engineering Technicians,4,0.2023,0.1111,0.1959,1
19-1029.01,19-4071.00,Bioinformatics Scientists,Forest and Conservation Technicians,3,0.2023,0.1071,0.1968,1
19-1029.01,19-4092.00,Bioinformatics Scientists,Forensic Science Technicians,3,0.2023,0.1071,0.2029,1
19-2041.02,19-3022.00,Environmental Restoration Planners,Survey Researchers,4,0.2023,0.1111,0.1821,1
19-3022.00,19-3051.00,Survey Researchers,Urban and Regional Planners,4,0.2023,0.1111,0.1267,1
29-1071.01,29-1161.00,Anesthesiologist Assistants,Nurse Midwives,4,0.2023,0.1111,0.1851,1
29-1122.01,29-1161.00,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Nurse Midwives,4,0.2023,0.1111,0.1795,1
29-1122.01,29-1217.00,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Neurologists,4,0.2023,0.1111,0.1745,1
15-1241.01,15-1299.07,Telecommunications Engineering Specialists,Blockchain Engineers,4,0.202,0.1053,0.2009,1
17-2112.03,17-2199.11,Manufacturing Engineers,Solar Energy Systems Engineers,4,0.202,0.1053,0.2021,1
29-1124.00,29-2043.00,Radiation Therapists,Paramedics,4,0.202,0.1053,0.1976,1
29-1229.04,29-2034.00,Physical Medicine and Rehabilitation Physicians,Radiologic Technologists and Technicians,4,0.202,0.1053,0.2022,1
29-2034.00,29-2091.00,Radiologic Technologists and Technicians,Orthotists and Prosthetists,4,0.202,0.1053,0.1964,1
29-2043.00,29-2061.00,Paramedics,Licensed Practical and Licensed Vocational Nurses,4,0.202,0.1053,0.2162,1
19-2011.00,19-2032.00,Astronomers,Materials Scientists,3,0.2018,0.1111,0.2079,1
19-2032.00,19-3022.00,Materials Scientists,Survey Researchers,3,0.2018,0.1111,0.2184,1
29-1041.00,29-1122.01,Optometrists,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",3,0.2018,0.1111,0.181,1
29-1071.01,29-1125.00,Anesthesiologist Assistants,Recreational Therapists,3,0.2018,0.1111,0.2023,1
29-1071.01,29-2011.02,Anesthesiologist Assistants,Cytotechnologists,3,0.2018,0.1111,0.1824,1
29-1122.00,29-2061.00,Occupational Therapists,Licensed Practical and Licensed Vocational Nurses,5,0.2015,0.1111,0.2067,1
29-1124.00,29-1141.02,Radiation Therapists,Advanced Practice Psychiatric Nurses,5,0.2015,0.1111,0.1961,1
29-1124.00,29-1243.00,Radiation Therapists,Pediatric Surgeons,5,0.2015,0.1111,0.0,1
15-1221.00,15-1231.00,Computer and Information Research Scientists,Computer Network Support Specialists,4,0.201,0.1111,0.213,1
15-1231.00,15-1251.00,Computer Network Support Specialists,Computer Programmers,4,0.201,0.1111,0.1809,1
15-1231.00,15-2031.00,Computer Network Support Specialists,Operations Research Analysts,4,0.201,0.1111,0.197,1
15-1232.00,15-1299.09,Computer User Support Specialists,Information Technology Project Managers,4,0.201,0.1111,0.1899,1
15-1255.01,15-1299.01,Video Game Designers,Web Administrators,4,0.201,0.0976,0.1651,1
19-1041.00,19-4012.00,Epidemiologists,Agricultural Technicians,4,0.201,0.1111,0.2085,1
29-1122.00,29-1223.00,Occupational Therapists,Psychiatrists,4,0.201,0.1111,0.2022,1
29-1122.00,29-1229.01,Occupational Therapists,Allergists and Immunologists,4,0.201,0.1111,0.1861,1
29-1122.00,29-2099.01,Occupational Therapists,Neurodiagnostic Technologists,4,0.201,0.1111,0.1817,1
29-2011.01,29-2032.00,Cytogenetic Technologists,Diagnostic Medical Sonographers,5,0.2008,0.1087,0.1993,1
17-2072.00,17-2081.00,"Electronics Engineers, Except Computer",Environmental Engineers,5,0.2006,0.1111,0.1848,1
19-1029.04,19-3051.00,Biologists,Urban and Regional Planners,5,0.2006,0.1111,0.1782,1
19-2021.00,19-2041.02,Atmospheric and Space Scientists,Environmental Restoration Planners,5,0.2006,0.1111,0.1828,1
19-1021.00,19-3041.00,Biochemists and Biophysicists,Sociologists,3,0.2004,0.1111,0.2079,1
29-1081.00,29-1291.00,Podiatrists,Acupuncturists,3,0.2004,0.1111,0.1982,1
29-1213.00,29-1229.05,Dermatologists,Preventive Medicine Physicians,3,0.2004,0.1111,0.1789,1
29-1229.02,29-1229.04,Hospitalists,Physical Medicine and Rehabilitation Physicians,3,0.2004,0.1111,0.1881,1
29-1229.02,29-2043.00,Hospitalists,Paramedics,3,0.2004,0.1111,0.1743,1
29-1229.03,29-2057.00,Urologists,Ophthalmic Medical Technicians,3,0.2004,0.1111,0.225,1
29-1229.04,29-1229.05,Physical Medicine and Rehabilitation Physicians,Preventive Medicine Physicians,3,0.2004,0.1111,0.1871,1
15-1211.01,15-2041.01,Health Informatics Specialists,Biostatisticians,4,0.2003,0.1111,0.1959,1
17-2051.02,17-2112.01,Water/Wastewater Engineers,Human Factors Engineers and Ergonomists,4,0.2003,0.1111,0.1867,1
17-2051.02,17-3012.00,Water/Wastewater Engineers,Electrical and Electronics Drafters,4,0.2003,0.1111,0.1906,1
17-2112.01,17-2199.07,Human Factors Engineers and Ergonomists,Photonics Engineers,4,0.2003,0.1111,0.2198,1
17-2112.01,17-2199.09,Human Factors Engineers and Ergonomists,Nanosystems Engineers,4,0.2003,0.1111,0.1921,1
17-2199.07,17-3012.00,Photonics Engineers,Electrical and Electronics Drafters,4,0.2003,0.1111,0.1625,1
19-1013.00,19-1023.00,Soil and Plant Scientists,Zoologists and Wildlife Biologists,4,0.2003,0.1111,0.1866,1
19-1013.00,19-2041.00,Soil and Plant Scientists,"Environmental Scientists and Specialists, Including Health",4,0.2003,0.1111,0.1654,1
19-2041.00,19-3099.01,"Environmental Scientists and Specialists, Including Health",Transportation Planners,4,0.2003,0.1111,0.1809,1
29-1241.00,29-2053.00,"Ophthalmologists, Except Pediatric",Psychiatric Technicians,4,0.2003,0.1111,0.1878,1
29-1299.01,29-2051.00,Naturopathic Physicians,Dietetic Technicians,4,0.2003,0.1111,0.2137,1
29-2033.00,29-2055.00,Nuclear Medicine Technologists,Surgical Technologists,4,0.2003,0.1111,0.1929,1
29-2051.00,29-2053.00,Dietetic Technicians,Psychiatric Technicians,4,0.2003,0.1111,0.1862,1
29-2052.00,29-2055.00,Pharmacy Technicians,Surgical Technologists,4,0.2003,0.1111,0.2049,1
17-2051.01,17-2141.02,Transportation Engineers,Automotive Engineers,5,0.2002,0.1111,0.192,1
29-1127.00,29-1211.00,Speech-Language Pathologists,Anesthesiologists,5,0.2002,0.1111,0.1981,1
29-1129.02,29-1211.00,Music Therapists,Anesthesiologists,5,0.2002,0.1111,0.1937,1
17-2072.01,17-2199.08,Radio Frequency Identification Device Specialists,Robotics Engineers,4,0.2,0.1111,0.1998,1
17-2111.00,17-2171.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Petroleum Engineers,5,0.2,0.1111,0.1623,1
17-2111.00,17-3025.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Environmental Engineering Technologists and Technicians,5,0.2,0.1111,0.203,1
19-1029.03,19-4071.00,Geneticists,Forest and Conservation Technicians,4,0.2,0.1111,0.2157,1
19-3039.03,19-3094.00,Clinical Neuropsychologists,Political Scientists,3,0.2,0.1111,0.2548,1
29-1071.00,29-1299.02,Physician Assistants,Orthoptists,3,0.2,0.1111,0.2485,1
29-1081.00,29-1212.00,Podiatrists,Cardiologists,4,0.2,0.1081,0.0,1
29-1128.00,29-1229.05,Exercise Physiologists,Preventive Medicine Physicians,4,0.2,0.1081,0.1707,1
29-1131.00,29-1229.05,Veterinarians,Preventive Medicine Physicians,4,0.2,0.1081,0.2028,1
29-1212.00,29-1229.05,Cardiologists,Preventive Medicine Physicians,4,0.2,0.1081,0.0,1
29-1292.00,29-2072.00,Dental Hygienists,Medical Records Specialists,3,0.2,0.1111,0.1867,1
29-1141.03,29-1222.00,Critical Care Nurses,"Physicians, Pathologists",5,0.1997,0.1064,0.1996,1
29-1141.03,29-2051.00,Critical Care Nurses,Dietetic Technicians,5,0.1997,0.1064,0.1968,1
29-1122.01,29-1141.00,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Registered Nurses,5,0.1994,0.102,0.1778,1
