onet_soc_code,related_onet_soc_code,related_title,relatedness_tier,rank,related_is_stem
29-2012.00,29-2011.01,Cytogenetic Technologists,Primary-Short,4.0,1
29-2012.00,29-2031.00,Cardiovascular Technologists and Technicians,Primary-Short,5.0,1
29-2012.00,29-2011.02,Cytotechnologists,Primary-Long,6.0,1
29-2012.00,29-2033.00,Nuclear Medicine Technologists,Primary-Long,7.0,1
29-2012.00,31-9097.00,Phlebotomists,Primary-Long,8.0,0
29-2012.00,19-4021.00,Biological Technicians,Primary-Long,9.0,1
29-2012.00,29-2034.00,Radiologic Technologists and Technicians,Primary-Long,10.0,1
29-2012.00,29-1222.00,"Physicians, Pathologists",Supplemental,11.0,1
29-2012.00,19-1022.00,Microbiologists,Supplemental,12.0,1
29-2012.00,29-2099.01,Neurodiagnostic Technologists,Supplemental,13.0,1
29-2012.00,31-9093.00,Medical Equipment Preparers,Supplemental,14.0,0
29-2012.00,29-2055.00,Surgical Technologists,Supplemental,15.0,1
29-2012.00,19-4031.00,Chemical Technicians,Supplemental,16.0,1
29-2012.00,29-1212.00,Cardiologists,Supplemental,17.0,1
29-2012.00,17-3028.00,Calibration Technologists and Technicians,Supplemental,18.0,1
29-2012.00,31-9099.02,Endoscopy Technicians,Supplemental,19.0,0
29-2012.00,29-9093.00,Surgical Assistants,Supplemental,20.0,1
29-2012.01,29-2011.04,Histotechnologists,Primary-Short,1.0,1
29-2012.01,29-2012.00,Medical and Clinical Laboratory Technicians,Primary-Short,2.0,1
29-2012.01,29-2011.00,Medical and Clinical Laboratory Technologists,Primary-Short,3.0,1
29-2012.01,29-2011.01,Cytogenetic Technologists,Primary-Short,4.0,1
29-2012.01,29-2011.02,Cytotechnologists,Primary-Short,5.0,1
29-2012.01,19-4021.00,Biological Technicians,Primary-Long,6.0,1
29-2012.01,31-9097.00,Phlebotomists,Primary-Long,7.0,0
29-2012.01,31-9099.02,Endoscopy Technicians,Primary-Long,8.0,0
29-2012.01,29-2034.00,Radiologic Technologists and Technicians,Primary-Long,9.0,1
29-2012.01,29-2032.00,Diagnostic Medical Sonographers,Primary-Long,10.0,1
29-2012.01,19-1022.00,Microbiologists,Supplemental,11.0,1
29-2012.01,29-1222.00,"Physicians, Pathologists",Supplemental,12.0,1
29-2012.01,29-2055.00,Surgical Technologists,Supplemental,13.0,1
29-2012.01,29-2033.00,Nuclear Medicine Technologists,Supplemental,14.0,1
29-2012.01,29-2031.00,Cardiovascular Technologists and Technicians,Supplemental,15.0,1
29-2012.01,29-2099.01,Neurodiagnostic Technologists,Supplemental,16.0,1
29-2012.01,31-9093.00,Medical Equipment Preparers,Supplemental,17.0,0
29-2012.01,19-4031.00,Chemical Technicians,Supplemental,18.0,1
29-2012.01,19-1029.02,Molecular and Cellular Biologists,Supplemental,19.0,1
29-2012.01,29-9093.00,Surgical Assistants,Supplemental,20.0,1
29-2031.00,29-2032.00,Diagnostic Medical Sonographers,Primary-Short,1.0,1
29-2031.00,29-2099.01,Neurodiagnostic Technologists,Primary-Short,2.0,1
29-2031.00,29-2034.00,Radiologic Technologists and Technicians,Primary-Short,3.0,1
29-2031.00,29-1124.00,Radiation Therapists,Primary-Short,4.0,1
29-2031.00,29-1126.00,Respiratory Therapists,Primary-Short,5.0,1
29-2031.00,29-2099.05,Ophthalmic Medical Technologists,Primary-Long,6.0,1
29-2031.00,29-2033.00,Nuclear Medicine Technologists,Primary-Long,7.0,1
29-2031.00,29-2035.00,Magnetic Resonance Imaging Technologists,Primary-Long,8.0,1
29-2031.00,29-2055.00,Surgical Technologists,Primary-Long,9.0,1
29-2031.00,29-2012.00,Medical and Clinical Laboratory Technicians,Primary-Long,10.0,1
29-2031.00,29-1212.00,Cardiologists,Supplemental,11.0,1
29-2031.00,29-1243.00,Pediatric Surgeons,Supplemental,12.0,1
29-2031.00,29-1071.01,Anesthesiologist Assistants,Supplemental,13.0,1
29-2031.00,29-2011.00,Medical and Clinical Laboratory Technologists,Supplemental,14.0,1
29-2031.00,29-2043.00,Paramedics,Supplemental,15.0,1
29-2031.00,29-1224.00,Radiologists,Supplemental,16.0,1
29-2031.00,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Supplemental,17.0,1
29-2031.00,29-9093.00,Surgical Assistants,Supplemental,18.0,1
29-2031.00,31-9099.02,Endoscopy Technicians,Supplemental,19.0,0
29-2031.00,29-2042.00,Emergency Medical Technicians,Supplemental,20.0,1
29-2032.00,29-2031.00,Cardiovascular Technologists and Technicians,Primary-Short,1.0,1
29-2032.00,29-2034.00,Radiologic Technologists and Technicians,Primary-Short,2.0,1
29-2032.00,29-2099.01,Neurodiagnostic Technologists,Primary-Short,3.0,1
29-2032.00,29-1124.00,Radiation Therapists,Primary-Short,4.0,1
29-2032.00,29-2035.00,Magnetic Resonance Imaging Technologists,Primary-Short,5.0,1
29-2032.00,29-2099.05,Ophthalmic Medical Technologists,Primary-Long,6.0,1
29-2032.00,31-9099.02,Endoscopy Technicians,Primary-Long,7.0,0
29-2032.00,29-2055.00,Surgical Technologists,Primary-Long,8.0,1
29-2032.00,29-2033.00,Nuclear Medicine Technologists,Primary-Long,9.0,1
29-2032.00,29-9093.00,Surgical Assistants,Primary-Long,10.0,1
29-2032.00,29-1212.00,Cardiologists,Supplemental,11.0,1
29-2032.00,29-1243.00,Pediatric Surgeons,Supplemental,12.0,1
29-2032.00,29-1224.00,Radiologists,Supplemental,13.0,1
29-2032.00,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Supplemental,14.0,1
29-2032.00,29-1071.01,Anesthesiologist Assistants,Supplemental,15.0,1
29-2032.00,29-1126.00,Respiratory Therapists,Supplemental,16.0,1
29-2032.00,29-2011.00,Medical and Clinical Laboratory Technologists,Supplemental,17.0,1
29-2032.00,29-2057.00,Ophthalmic Medical Technicians,Supplemental,18.0,1
29-2032.00,29-1211.00,Anesthesiologists,Supplemental,19.0,1
29-2032.00,29-2012.00,Medical and Clinical Laboratory Technicians,Supplemental,20.0,1
29-2033.00,29-2031.00,Cardiovascular Technologists and Technicians,Primary-Short,1.0,1
29-2033.00,29-2034.00,Radiologic Technologists and Technicians,Primary-Short,2.0,1
29-2033.00,29-1124.00,Radiation Therapists,Primary-Short,3.0,1
29-2033.00,29-2011.00,Medical and Clinical Laboratory Technologists,Primary-Short,4.0,1
29-2033.00,29-1224.00,Radiologists,Primary-Short,5.0,1
29-2033.00,29-2035.00,Magnetic Resonance Imaging Technologists,Primary-Long,6.0,1
29-2033.00,29-2012.00,Medical and Clinical Laboratory Technicians,Primary-Long,7.0,1
29-2033.00,29-2099.01,Neurodiagnostic Technologists,Primary-Long,8.0,1
29-2033.00,29-2032.00,Diagnostic Medical Sonographers,Primary-Long,9.0,1
29-2033.00,29-2036.00,Medical Dosimetrists,Primary-Long,10.0,1
29-2033.00,29-1212.00,Cardiologists,Supplemental,11.0,1
29-2033.00,29-2011.01,Cytogenetic Technologists,Supplemental,12.0,1
29-2033.00,19-4051.02,Nuclear Monitoring Technicians,Supplemental,13.0,1
29-2033.00,29-2011.04,Histotechnologists,Supplemental,14.0,1
29-2033.00,29-2099.05,Ophthalmic Medical Technologists,Supplemental,15.0,1
29-2033.00,29-2055.00,Surgical Technologists,Supplemental,16.0,1
29-2033.00,29-1071.01,Anesthesiologist Assistants,Supplemental,17.0,1
29-2033.00,29-2012.01,Histology Technicians,Supplemental,18.0,1
29-2033.00,31-9093.00,Medical Equipment Preparers,Supplemental,19.0,0
29-2033.00,29-1214.00,Emergency Medicine Physicians,Supplemental,20.0,1
29-2034.00,29-2031.00,Cardiovascular Technologists and Technicians,Primary-Short,1.0,1
29-2034.00,29-2032.00,Diagnostic Medical Sonographers,Primary-Short,2.0,1
29-2034.00,29-2035.00,Magnetic Resonance Imaging Technologists,Primary-Short,3.0,1
29-2034.00,29-1124.00,Radiation Therapists,Primary-Short,4.0,1
29-2034.00,29-2099.01,Neurodiagnostic Technologists,Primary-Short,5.0,1
29-2034.00,29-2033.00,Nuclear Medicine Technologists,Primary-Long,6.0,1
29-2034.00,29-2099.05,Ophthalmic Medical Technologists,Primary-Long,7.0,1
29-2034.00,31-9099.02,Endoscopy Technicians,Primary-Long,8.0,0
29-2034.00,29-2055.00,Surgical Technologists,Primary-Long,9.0,1
29-2034.00,29-2012.00,Medical and Clinical Laboratory Technicians,Primary-Long,10.0,1
29-2034.00,29-1224.00,Radiologists,Supplemental,11.0,1
29-2034.00,29-1212.00,Cardiologists,Supplemental,12.0,1
29-2034.00,29-1243.00,Pediatric Surgeons,Supplemental,13.0,1
29-2034.00,29-2011.00,Medical and Clinical Laboratory Technologists,Supplemental,14.0,1
29-2034.00,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Supplemental,15.0,1
29-2034.00,29-9093.00,Surgical Assistants,Supplemental,16.0,1
29-2034.00,29-2057.00,Ophthalmic Medical Technicians,Supplemental,17.0,1
29-2034.00,29-1071.01,Anesthesiologist Assistants,Supplemental,18.0,1
29-2034.00,31-9092.00,Medical Assistants,Supplemental,19.0,0
29-2034.00,29-1126.00,Respiratory Therapists,Supplemental,20.0,1
29-2035.00,29-2034.00,Radiologic Technologists and Technicians,Primary-Short,1.0,1
29-2035.00,29-2031.00,Cardiovascular Technologists and Technicians,Primary-Short,2.0,1
29-2035.00,29-2032.00,Diagnostic Medical Sonographers,Primary-Short,3.0,1
29-2035.00,29-2033.00,Nuclear Medicine Technologists,Primary-Short,4.0,1
29-2035.00,29-2099.01,Neurodiagnostic Technologists,Primary-Short,5.0,1
29-2035.00,29-1124.00,Radiation Therapists,Primary-Long,6.0,1
29-2035.00,29-2011.00,Medical and Clinical Laboratory Technologists,Primary-Long,7.0,1
29-2035.00,29-2099.05,Ophthalmic Medical Technologists,Primary-Long,8.0,1
29-2035.00,29-2012.00,Medical and Clinical Laboratory Technicians,Primary-Long,9.0,1
29-2035.00,29-1126.00,Respiratory Therapists,Primary-Long,10.0,1
29-2035.00,29-1224.00,Radiologists,Supplemental,11.0,1
29-2035.00,29-1212.00,Cardiologists,Supplemental,12.0,1
29-2035.00,31-9099.02,Endoscopy Technicians,Supplemental,13.0,0
29-2035.00,29-1243.00,Pediatric Surgeons,Supplemental,14.0,1
29-2035.00,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Supplemental,15.0,1
29-2035.00,29-2055.00,Surgical Technologists,Supplemental,16.0,1
29-2035.00,29-2057.00,Ophthalmic Medical Technicians,Supplemental,17.0,1
29-2035.00,29-1071.01,Anesthesiologist Assistants,Supplemental,18.0,1
29-2035.00,29-2036.00,Medical Dosimetrists,Supplemental,19.0,1
29-2035.00,29-2011.01,Cytogenetic Technologists,Supplemental,20.0,1
29-2036.00,29-1124.00,Radiation Therapists,Primary-Short,1.0,1
29-2036.00,29-2033.00,Nuclear Medicine Technologists,Primary-Short,2.0,1
29-2036.00,29-1224.00,Radiologists,Primary-Short,3.0,1
29-2036.00,29-2034.00,Radiologic Technologists and Technicians,Primary-Short,4.0,1
29-2036.00,19-4051.02,Nuclear Monitoring Technicians,Primary-Short,5.0,1
29-2036.00,29-2031.00,Cardiovascular Technologists and Technicians,Primary-Long,6.0,1
29-2036.00,29-2011.00,Medical and Clinical Laboratory Technologists,Primary-Long,7.0,1
29-2036.00,29-2035.00,Magnetic Resonance Imaging Technologists,Primary-Long,8.0,1
29-2036.00,29-2032.00,Diagnostic Medical Sonographers,Primary-Long,9.0,1
29-2036.00,29-2099.01,Neurodiagnostic Technologists,Primary-Long,10.0,1
29-2036.00,29-1212.00,Cardiologists,Supplemental,11.0,1
29-2036.00,29-1243.00,Pediatric Surgeons,Supplemental,12.0,1
29-2036.00,29-2043.00,Paramedics,Supplemental,13.0,1
29-2036.00,29-2042.00,Emergency Medical Technicians,Supplemental,14.0,1
29-2036.00,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Supplemental,15.0,1
29-2036.00,29-2012.00,Medical and Clinical Laboratory Technicians,Supplemental,16.0,1
29-2036.00,29-1126.00,Respiratory Therapists,Supplemental,17.0,1
29-2036.00,29-1071.01,Anesthesiologist Assistants,Supplemental,18.0,1
29-2036.00,29-1151.00,Nurse Anesthetists,Supplemental,19.0,1
29-2036.00,17-2031.00,Bioengineers and Biomedical Engineers,Supplemental,20.0,1
29-2042.00,29-2043.00,Paramedics,Primary-Short,1.0,1
29-2042.00,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Primary-Short,2.0,0
29-2042.00,29-9093.00,Surgical Assistants,Primary-Short,3.0,1
29-2042.00,29-1141.00,Registered Nurses,Primary-Short,4.0,1
29-2042.00,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Primary-Short,5.0,1
29-2042.00,29-2031.00,Cardiovascular Technologists and Technicians,Primary-Long,6.0,1
29-2042.00,29-1141.01,Acute Care Nurses,Primary-Long,7.0,1
29-2042.00,31-1131.00,Nursing Assistants,Primary-Long,8.0,0
29-2042.00,29-1126.00,Respiratory Therapists,Primary-Long,9.0,1
29-2042.00,29-2053.00,Psychiatric Technicians,Primary-Long,10.0,1
29-2042.00,29-1214.00,Emergency Medicine Physicians,Supplemental,11.0,1
29-2042.00,29-1071.01,Anesthesiologist Assistants,Supplemental,12.0,1
29-2042.00,29-1211.00,Anesthesiologists,Supplemental,13.0,1
29-2042.00,29-1151.00,Nurse Anesthetists,Supplemental,14.0,1
29-2042.00,29-1171.00,Nurse Practitioners,Supplemental,15.0,1
29-2042.00,29-1071.00,Physician Assistants,Supplemental,16.0,1
29-2042.00,29-1141.03,Critical Care Nurses,Supplemental,17.0,1
29-2042.00,31-1121.00,Home Health Aides,Supplemental,18.0,0
29-2042.00,31-2022.00,Physical Therapist Aides,Supplemental,19.0,0
29-2042.00,31-9092.00,Medical Assistants,Supplemental,20.0,0
29-2043.00,29-2042.00,Emergency Medical Technicians,Primary-Short,1.0,1
29-2043.00,29-1141.00,Registered Nurses,Primary-Short,2.0,1
29-2043.00,29-1141.01,Acute Care Nurses,Primary-Short,3.0,1
29-2043.00,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Primary-Short,4.0,1
29-2043.00,29-1141.03,Critical Care Nurses,Primary-Short,5.0,1
29-2043.00,29-9093.00,Surgical Assistants,Primary-Long,6.0,1
29-2043.00,29-1126.00,Respiratory Therapists,Primary-Long,7.0,1
29-2043.00,31-1131.00,Nursing Assistants,Primary-Long,8.0,0
29-2043.00,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Primary-Long,9.0,0
29-2043.00,31-9092.00,Medical Assistants,Primary-Long,10.0,0
29-2043.00,29-1214.00,Emergency Medicine Physicians,Supplemental,11.0,1
29-2043.00,29-1211.00,Anesthesiologists,Supplemental,12.0,1
29-2043.00,29-1071.01,Anesthesiologist Assistants,Supplemental,13.0,1
29-2043.00,29-1151.00,Nurse Anesthetists,Supplemental,14.0,1
29-2043.00,29-1171.00,Nurse Practitioners,Supplemental,15.0,1
29-2043.00,29-1141.04,Clinical Nurse Specialists,Supplemental,16.0,1
29-2043.00,29-1161.00,Nurse Midwives,Supplemental,17.0,1
29-2043.00,29-2031.00,Cardiovascular Technologists and Technicians,Supplemental,18.0,1
29-2043.00,29-1215.00,Family Medicine Physicians,Supplemental,19.0,1
29-2043.00,29-1071.00,Physician Assistants,Supplemental,20.0,1
29-2051.00,29-1031.00,Dietitians and Nutritionists,Primary-Short,1.0,1
29-2051.00,21-1091.00,Health Education Specialists,Primary-Short,2.0,0
29-2051.00,31-1121.00,Home Health Aides,Primary-Short,3.0,0
29-2051.00,29-2053.00,Psychiatric Technicians,Primary-Short,4.0,1
29-2051.00,21-1094.00,Community Health Workers,Primary-Short,5.0,0
29-2051.00,29-1128.00,Exercise Physiologists,Primary-Long,6.0,1
29-2051.00,31-1131.00,Nursing Assistants,Primary-Long,7.0,0
29-2051.00,29-1141.00,Registered Nurses,Primary-Long,8.0,1
29-2051.00,31-9092.00,Medical Assistants,Primary-Long,9.0,0
29-2051.00,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Primary-Long,10.0,1
29-2051.00,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Supplemental,11.0,0
29-2051.00,11-9179.01,Fitness and Wellness Coordinators,Supplemental,12.0,0
29-2051.00,29-1229.05,Preventive Medicine Physicians,Supplemental,13.0,1
29-2051.00,29-1141.04,Clinical Nurse Specialists,Supplemental,14.0,1
29-2051.00,35-2012.00,"Cooks, Institution and Cafeteria",Supplemental,15.0,0
29-2051.00,19-1012.00,Food Scientists and Technologists,Supplemental,16.0,1
29-2051.00,11-9111.00,Medical and Health Services Managers,Supplemental,17.0,1
29-2051.00,11-9051.00,Food Service Managers,Supplemental,18.0,0
29-2051.00,29-1229.01,Allergists and Immunologists,Supplemental,19.0,1
29-2051.00,21-1015.00,Rehabilitation Counselors,Supplemental,20.0,0
29-2052.00,29-1051.00,Pharmacists,Primary-Short,1.0,1
29-2052.00,31-9095.00,Pharmacy Aides,Primary-Short,2.0,0
29-2052.00,31-9092.00,Medical Assistants,Primary-Short,3.0,0
29-2052.00,29-2056.00,Veterinary Technologists and Technicians,Primary-Short,4.0,1
29-2052.00,31-9097.00,Phlebotomists,Primary-Short,5.0,0
29-2052.00,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Primary-Long,6.0,1
29-2052.00,29-2012.00,Medical and Clinical Laboratory Technicians,Primary-Long,7.0,1
29-2052.00,31-1131.00,Nursing Assistants,Primary-Long,8.0,0
29-2052.00,29-2055.00,Surgical Technologists,Primary-Long,9.0,1
29-2052.00,29-2081.00,"Opticians, Dispensing",Primary-Long,10.0,1
29-2052.00,43-6013.00,Medical Secretaries and Administrative Assistants,Supplemental,11.0,0
29-2052.00,29-2072.00,Medical Records Specialists,Supplemental,12.0,1
29-2052.00,29-2011.00,Medical and Clinical Laboratory Technologists,Supplemental,13.0,1
29-2052.00,31-9093.00,Medical Equipment Preparers,Supplemental,14.0,0
29-2052.00,29-2031.00,Cardiovascular Technologists and Technicians,Supplemental,15.0,1
29-2052.00,29-1071.01,Anesthesiologist Assistants,Supplemental,16.0,1
29-2052.00,29-9093.00,Surgical Assistants,Supplemental,17.0,1
29-2052.00,31-9091.00,Dental Assistants,Supplemental,18.0,0
29-2052.00,29-2057.00,Ophthalmic Medical Technicians,Supplemental,19.0,1
29-2052.00,11-9111.00,Medical and Health Services Managers,Supplemental,20.0,1
29-2053.00,31-1133.00,Psychiatric Aides,Primary-Short,1.0,0
29-2053.00,31-2021.00,Physical Therapist Assistants,Primary-Short,2.0,0
29-2053.00,31-2012.00,Occupational Therapy Aides,Primary-Short,3.0,0
29-2053.00,31-2022.00,Physical Therapist Aides,Primary-Short,4.0,0
29-2053.00,31-2011.00,Occupational Therapy Assistants,Primary-Short,5.0,0
29-2053.00,29-1125.00,Recreational Therapists,Primary-Long,6.0,1
29-2053.00,29-2043.00,Paramedics,Primary-Long,7.0,1
29-2053.00,31-1121.00,Home Health Aides,Primary-Long,8.0,0
29-2053.00,29-1141.01,Acute Care Nurses,Primary-Long,9.0,1
29-2053.00,29-1141.00,Registered Nurses,Primary-Long,10.0,1
29-2053.00,29-1141.02,Advanced Practice Psychiatric Nurses,Supplemental,11.0,1
29-2053.00,21-1023.00,Mental Health and Substance Abuse Social Workers,Supplemental,12.0,0
29-2053.00,21-1014.00,Mental Health Counselors,Supplemental,13.0,0
29-2053.00,29-1141.04,Clinical Nurse Specialists,Supplemental,14.0,1
29-2053.00,29-1223.00,Psychiatrists,Supplemental,15.0,1
29-2053.00,29-1229.04,Physical Medicine and Rehabilitation Physicians,Supplemental,16.0,1
29-2053.00,29-1122.00,Occupational Therapists,Supplemental,17.0,1
29-2053.00,19-3033.00,Clinical and Counseling Psychologists,Supplemental,18.0,1
29-2053.00,29-1123.00,Physical Therapists,Supplemental,19.0,1
29-2053.00,29-1171.00,Nurse Practitioners,Supplemental,20.0,1
29-2055.00,29-9093.00,Surgical Assistants,Primary-Short,1.0,1
29-2055.00,29-2031.00,Cardiovascular Technologists and Technicians,Primary-Short,2.0,1
29-2055.00,31-9099.02,Endoscopy Technicians,Primary-Short,3.0,0
29-2055.00,31-9093.00,Medical Equipment Preparers,Primary-Short,4.0,0
29-2055.00,29-2034.00,Radiologic Technologists and Technicians,Primary-Short,5.0,1
29-2055.00,29-2032.00,Diagnostic Medical Sonographers,Primary-Long,6.0,1
29-2055.00,29-2057.00,Ophthalmic Medical Technicians,Primary-Long,7.0,1
29-2055.00,29-2012.00,Medical and Clinical Laboratory Technicians,Primary-Long,8.0,1
29-2055.00,29-1124.00,Radiation Therapists,Primary-Long,9.0,1
29-2055.00,29-2011.04,Histotechnologists,Primary-Long,10.0,1
29-2055.00,29-1071.01,Anesthesiologist Assistants,Supplemental,11.0,1
29-2055.00,29-1243.00,Pediatric Surgeons,Supplemental,12.0,1
29-2055.00,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Supplemental,13.0,1
29-2055.00,29-1211.00,Anesthesiologists,Supplemental,14.0,1
29-2055.00,29-1151.00,Nurse Anesthetists,Supplemental,15.0,1
29-2055.00,29-2042.00,Emergency Medical Technicians,Supplemental,16.0,1
29-2055.00,29-2099.01,Neurodiagnostic Technologists,Supplemental,17.0,1
29-2055.00,29-1126.00,Respiratory Therapists,Supplemental,18.0,1
29-2055.00,29-2099.05,Ophthalmic Medical Technologists,Supplemental,19.0,1
29-2055.00,31-9092.00,Medical Assistants,Supplemental,20.0,0
29-2056.00,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Primary-Short,1.0,0
29-2056.00,29-9093.00,Surgical Assistants,Primary-Short,2.0,1
