onet_soc_code,occupation_title,dwa_id,dwa_title,display_rank
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.4.a.2.h.3,Confer with technical personnel to prepare designs or operational plans.,13
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.4.a.3.a.1,Testify at legal or legislative proceedings.,12
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.4.b.1.a.2,Confer with other personnel to resolve design or operational problems.,19
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.4.b.3.c.2,Teach safety standards or environmental compliance methods.,4
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.4.b.4.i.4,Direct installation activities.,21
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.4.b.6.i.3,Advise others on health and safety issues.,3
17-2111.02,Fire-Prevention and Protection Engineers,4.A.1.a.1.u.2,Examine debris to obtain information about causes of fires.,16
17-2111.02,Fire-Prevention and Protection Engineers,4.A.1.a.2.k.9,Evaluate construction projects to determine compliance with external standards or regulations.,3
17-2111.02,Fire-Prevention and Protection Engineers,4.A.1.b.2.e.12,Inspect facilities or sites to determine if they meet specifications or standards.,5
17-2111.02,Fire-Prevention and Protection Engineers,4.A.2.a.3.a.2,Examine documents to verify adherence to requirements.,4
17-2111.02,Fire-Prevention and Protection Engineers,4.A.2.a.3.a.4,Review documents or materials for compliance with policies or regulations.,7
17-2111.02,Fire-Prevention and Protection Engineers,4.A.2.a.4.i.4,Evaluate applicable laws and regulations to determine impact on organizational activities.,8
17-2111.02,Fire-Prevention and Protection Engineers,4.A.2.b.1.b.1,Determine causes of operational problems or failures.,13
17-2111.02,Fire-Prevention and Protection Engineers,4.A.2.b.2.e.4,Develop fire safety or prevention programs or plans.,2
17-2111.02,Fire-Prevention and Protection Engineers,4.A.2.b.3.a.10,Research topics in area of expertise.,15
17-2111.02,Fire-Prevention and Protection Engineers,4.A.2.b.3.a.13,"Conduct research to inform art, designs, or other work.",18
17-2111.02,Fire-Prevention and Protection Engineers,4.A.2.b.3.a.20,Update technical knowledge.,12
17-2111.02,Fire-Prevention and Protection Engineers,4.A.2.b.6.b.7,Prepare detailed work plans.,17
17-2111.02,Fire-Prevention and Protection Engineers,4.A.3.b.6.c.8,Prepare technical or operational reports.,6
17-2111.02,Fire-Prevention and Protection Engineers,4.A.4.b.1.g.2,Coordinate safety or regulatory compliance activities.,9
17-2111.02,Fire-Prevention and Protection Engineers,4.A.4.b.3.c.2,Teach safety standards or environmental compliance methods.,14
17-2111.02,Fire-Prevention and Protection Engineers,4.A.4.b.4.i.4,Direct installation activities.,11
17-2111.02,Fire-Prevention and Protection Engineers,4.A.4.b.4.j.4,Direct equipment maintenance or repair activities.,10
17-2111.02,Fire-Prevention and Protection Engineers,4.A.4.b.6.i.3,Advise others on health and safety issues.,1
17-2112.00,Industrial Engineers,4.A.1.a.1.b.8,Review technical documents to plan work.,13
17-2112.00,Industrial Engineers,4.A.1.b.3.b.4,Estimate operational costs.,1
17-2112.00,Industrial Engineers,4.A.2.a.4.e.3,Evaluate designs or specifications to ensure quality.,8
17-2112.00,Industrial Engineers,4.A.2.a.4.e.5,Analyze project data to determine specifications or requirements.,4
17-2112.00,Industrial Engineers,4.A.2.a.4.e.6,Analyze design or requirements information for mechanical equipment or systems.,19
17-2112.00,Industrial Engineers,4.A.2.b.1.d.3,Determine operational methods.,2
17-2112.00,Industrial Engineers,4.A.2.b.1.i.6,Implement design or process improvements.,15
17-2112.00,Industrial Engineers,4.A.2.b.2.o.21,Create graphical representations of industrial production systems.,10
17-2112.00,Industrial Engineers,4.A.2.b.2.s.1,Devise research or testing protocols.,21
17-2112.00,Industrial Engineers,4.A.2.b.5.b.7,Schedule operational activities.,20
17-2112.00,Industrial Engineers,4.A.3.b.2.f.14,Develop technical methods or processes.,12
17-2112.00,Industrial Engineers,4.A.3.b.6.i.1,Prepare procedural documents.,18
17-2112.00,Industrial Engineers,4.A.3.b.6.i.2,Document technical design details.,7
17-2112.00,Industrial Engineers,4.A.3.b.6.m.6,"Prepare contracts, disclosures, or applications.",16
17-2112.00,Industrial Engineers,4.A.3.b.6.o.4,Prepare operational reports.,17
17-2112.00,Industrial Engineers,4.A.4.a.2.h.3,Confer with technical personnel to prepare designs or operational plans.,3
17-2112.00,Industrial Engineers,4.A.4.a.2.j.6,Discuss designs or plans with clients.,6
17-2112.00,Industrial Engineers,4.A.4.b.1.c.2,"Communicate technical information to suppliers, contractors, or regulatory agencies.",5
17-2112.00,Industrial Engineers,4.A.4.b.4.a.2,Supervise engineering or other technical personnel.,11
17-2112.00,Industrial Engineers,4.A.4.b.4.g.1,Direct quality control activities.,14
17-2112.00,Industrial Engineers,4.A.4.b.6.e.9,"Recommend technical design or process changes to improve efficiency, quality, or performance.",9
17-2112.01,Human Factors Engineers and Ergonomists,4.A.1.a.1.t.7,Research human performance or health factors related to engineering or design activities.,1
17-2112.01,Human Factors Engineers and Ergonomists,4.A.1.a.1.v.3,Investigate safety of work environment.,10
17-2112.01,Human Factors Engineers and Ergonomists,4.A.1.b.2.e.12,Inspect facilities or sites to determine if they meet specifications or standards.,3
17-2112.01,Human Factors Engineers and Ergonomists,4.A.1.b.2.l.2,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",19
17-2112.01,Human Factors Engineers and Ergonomists,4.A.2.a.1.g.5,Assess product or process usefulness.,6
17-2112.01,Human Factors Engineers and Ergonomists,4.A.2.a.4.g.3,"Analyze operational data to evaluate operations, processes or products.",8
17-2112.01,Human Factors Engineers and Ergonomists,4.A.2.b.1.h.1,Estimate technical or resource requirements for development or production projects.,15
17-2112.01,Human Factors Engineers and Ergonomists,4.A.2.b.1.h.10,Estimate time requirements for development or production projects.,16
17-2112.01,Human Factors Engineers and Ergonomists,4.A.2.b.2.s.1,Devise research or testing protocols.,14
17-2112.01,Human Factors Engineers and Ergonomists,4.A.3.b.2.a.6,Determine operational criteria or specifications.,7
17-2112.01,Human Factors Engineers and Ergonomists,4.A.3.b.2.d.1,Create models of engineering designs or methods.,18
17-2112.01,Human Factors Engineers and Ergonomists,4.A.3.b.2.f.14,Develop technical methods or processes.,9
17-2112.01,Human Factors Engineers and Ergonomists,4.A.3.b.6.g.3,Prepare proposal documents.,11
17-2112.01,Human Factors Engineers and Ergonomists,4.A.3.b.6.i.1,Prepare procedural documents.,17
17-2112.01,Human Factors Engineers and Ergonomists,4.A.3.b.6.i.7,Document design or operational test results.,4
17-2112.01,Human Factors Engineers and Ergonomists,4.A.4.a.2.h.3,Confer with technical personnel to prepare designs or operational plans.,2
17-2112.01,Human Factors Engineers and Ergonomists,4.A.4.b.3.d.2,Train personnel on proper operational procedures.,12
17-2112.01,Human Factors Engineers and Ergonomists,4.A.4.b.6.e.9,"Recommend technical design or process changes to improve efficiency, quality, or performance.",13
17-2112.01,Human Factors Engineers and Ergonomists,4.A.4.b.6.i.3,Advise others on health and safety issues.,5
17-2112.02,Validation Engineers,4.A.1.a.1.b.8,Review technical documents to plan work.,1
17-2112.02,Validation Engineers,4.A.1.a.2.b.9,Inspect operational processes.,14
17-2112.02,Validation Engineers,4.A.1.b.2.f.8,Inspect finished products to locate flaws.,9
17-2112.02,Validation Engineers,4.A.1.b.2.g.9,Conduct validation tests of equipment or processes.,6
17-2112.02,Validation Engineers,4.A.2.a.4.l.4,Analyze test or validation data.,2
17-2112.02,Validation Engineers,4.A.2.b.2.s.1,Devise research or testing protocols.,11
17-2112.02,Validation Engineers,4.A.2.b.3.a.20,Update technical knowledge.,17
17-2112.02,Validation Engineers,4.A.2.b.6.b.7,Prepare detailed work plans.,3
17-2112.02,Validation Engineers,4.A.3.a.2.b.2,Collect samples of raw materials or finished products.,15
17-2112.02,Validation Engineers,4.A.3.b.1.e.2,Operate computer systems.,12
17-2112.02,Validation Engineers,4.A.3.b.2.e.3,Design electronic or computer equipment or instrumentation.,19
17-2112.02,Validation Engineers,4.A.3.b.5.c.7,Maintain test equipment.,5
17-2112.02,Validation Engineers,4.A.3.b.6.h.21,Maintain operational records or records systems.,8
17-2112.02,Validation Engineers,4.A.3.b.6.i.2,Document technical design details.,4
17-2112.02,Validation Engineers,4.A.4.a.7.c.2,Resolve operational performance problems.,13
17-2112.02,Validation Engineers,4.A.4.b.1.c.2,"Communicate technical information to suppliers, contractors, or regulatory agencies.",7
17-2112.02,Validation Engineers,4.A.4.b.3.d.2,Train personnel on proper operational procedures.,18
17-2112.02,Validation Engineers,4.A.4.b.4.g.1,Direct quality control activities.,16
17-2112.02,Validation Engineers,4.A.4.b.6.e.9,"Recommend technical design or process changes to improve efficiency, quality, or performance.",10
17-2112.03,Manufacturing Engineers,4.A.1.a.1.j.3,Investigate the environmental impact of projects.,26
17-2112.03,Manufacturing Engineers,4.A.1.b.3.b.4,Estimate operational costs.,19
17-2112.03,Manufacturing Engineers,4.A.2.a.1.g.5,Assess product or process usefulness.,15
17-2112.03,Manufacturing Engineers,4.A.2.a.4.e.3,Evaluate designs or specifications to ensure quality.,9
17-2112.03,Manufacturing Engineers,4.A.2.a.4.e.8,Analyze costs and benefits of proposed designs or projects.,24
17-2112.03,Manufacturing Engineers,4.A.2.a.4.g.3,"Analyze operational data to evaluate operations, processes or products.",2
17-2112.03,Manufacturing Engineers,4.A.2.b.1.b.1,Determine causes of operational problems or failures.,1
17-2112.03,Manufacturing Engineers,4.A.2.b.1.d.3,Determine operational methods.,6
17-2112.03,Manufacturing Engineers,4.A.2.b.1.h.1,Estimate technical or resource requirements for development or production projects.,20
17-2112.03,Manufacturing Engineers,4.A.2.b.1.h.10,Estimate time requirements for development or production projects.,21
17-2112.03,Manufacturing Engineers,4.A.2.b.1.i.6,Implement design or process improvements.,5
17-2112.03,Manufacturing Engineers,4.A.2.b.2.o.21,Create graphical representations of industrial production systems.,12
17-2112.03,Manufacturing Engineers,4.A.2.b.2.q.5,Develop operational methods or processes that use green materials or emphasize sustainability.,28
17-2112.03,Manufacturing Engineers,4.A.2.b.2.s.1,Devise research or testing protocols.,23
17-2112.03,Manufacturing Engineers,4.A.2.b.3.a.20,Update technical knowledge.,27
17-2112.03,Manufacturing Engineers,4.A.3.a.2.t.4,Install production equipment or systems.,17
17-2112.03,Manufacturing Engineers,4.A.3.b.2.c.1,Design industrial processing systems.,8
17-2112.03,Manufacturing Engineers,4.A.3.b.2.c.3,Design industrial equipment.,16
17-2112.03,Manufacturing Engineers,4.A.3.b.2.f.14,Develop technical methods or processes.,4
17-2112.03,Manufacturing Engineers,4.A.3.b.6.i.1,Prepare procedural documents.,13
17-2112.03,Manufacturing Engineers,4.A.3.b.6.o.4,Prepare operational reports.,11
17-2112.03,Manufacturing Engineers,4.A.4.a.2.h.3,Confer with technical personnel to prepare designs or operational plans.,14
17-2112.03,Manufacturing Engineers,4.A.4.a.7.c.2,Resolve operational performance problems.,3
17-2112.03,Manufacturing Engineers,4.A.4.b.3.d.2,Train personnel on proper operational procedures.,22
17-2112.03,Manufacturing Engineers,4.A.4.b.4.a.5,Supervise production or support personnel.,18
17-2112.03,Manufacturing Engineers,4.A.4.b.6.d.1,Provide technical guidance to other personnel.,7
17-2112.03,Manufacturing Engineers,4.A.4.b.6.e.9,"Recommend technical design or process changes to improve efficiency, quality, or performance.",10
17-2112.03,Manufacturing Engineers,4.A.4.c.3.e.3,"Purchase materials, equipment, or other resources.",25
17-2121.00,Marine Engineers and Naval Architects,4.A.1.a.1.b.8,Review technical documents to plan work.,4
17-2121.00,Marine Engineers and Naval Architects,4.A.1.a.1.t.5,Research advanced engineering designs or applications.,17
17-2121.00,Marine Engineers and Naval Architects,4.A.1.a.2.k.6,Monitor processes for compliance with standards.,1
17-2121.00,Marine Engineers and Naval Architects,4.A.1.b.2.g.11,Inspect equipment or systems.,15
17-2121.00,Marine Engineers and Naval Architects,4.A.1.b.2.l.2,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",9
17-2121.00,Marine Engineers and Naval Architects,4.A.2.a.1.g.7,Evaluate characteristics of equipment or systems.,3
17-2121.00,Marine Engineers and Naval Architects,4.A.2.a.4.e.6,Analyze design or requirements information for mechanical equipment or systems.,26
17-2121.00,Marine Engineers and Naval Architects,4.A.2.b.2.o.16,Create graphical representations of structures or landscapes.,11
17-2121.00,Marine Engineers and Naval Architects,4.A.2.b.2.s.1,Devise research or testing protocols.,23
17-2121.00,Marine Engineers and Naval Architects,4.A.2.b.5.b.7,Schedule operational activities.,20
17-2121.00,Marine Engineers and Naval Architects,4.A.2.b.6.b.7,Prepare detailed work plans.,22
17-2121.00,Marine Engineers and Naval Architects,4.A.3.b.2.b.4,Design structures or facilities.,2
17-2121.00,Marine Engineers and Naval Architects,4.A.3.b.2.e.1,Design electromechanical equipment or systems.,19
17-2121.00,Marine Engineers and Naval Architects,4.A.3.b.5.a.1,Maintain mechanical equipment.,13
17-2121.00,Marine Engineers and Naval Architects,4.A.3.b.5.c.4,Maintain electronic equipment.,10
17-2121.00,Marine Engineers and Naval Architects,4.A.3.b.6.c.9,Prepare technical reports for internal use.,5
17-2121.00,Marine Engineers and Naval Architects,4.A.3.b.6.h.21,Maintain operational records or records systems.,14
17-2121.00,Marine Engineers and Naval Architects,4.A.3.b.6.m.6,"Prepare contracts, disclosures, or applications.",21
17-2121.00,Marine Engineers and Naval Architects,4.A.4.a.2.c.6,Communicate with others to coordinate vehicle movement.,12
17-2121.00,Marine Engineers and Naval Architects,4.A.4.a.2.h.3,Confer with technical personnel to prepare designs or operational plans.,28
17-2121.00,Marine Engineers and Naval Architects,4.A.4.b.1.a.2,Confer with other personnel to resolve design or operational problems.,27
17-2121.00,Marine Engineers and Naval Architects,4.A.4.b.1.c.2,"Communicate technical information to suppliers, contractors, or regulatory agencies.",6
