onet_soc_code,title,description,stem_occupation_types,bright_outlook,job_zone,updated_year,reported_job_titles,n_tasks,n_subtasks,detail_fetched,source_url,fetched_at
19-3039.02,Neuropsychologists,"Apply theories and principles of neuropsychology to evaluate and diagnose disorders of higher cerebral functioning, often in research and medical settings. Study the human brain and the effect of physiological states on human cognition and behavior. May formulate and administer programs of treatment.","Research, Development, Design, and Practitioners",0,5,2026,Aviation Neuropsychologist; Board Certified Neuropsychologist; Child and Adolescent Neuropsychologist; Forensic Neuropsychologist; Neuropsychologist; Neuropsychology Medical Consultant; Pediatric Neuropsychologist; Staff Psychologist,14,13,1,https://www.onetonline.org/link/details/19-3039.02,2026-09-16T20:56:48Z
19-3039.03,Clinical Neuropsychologists,"Assess and diagnose patients with neurobehavioral problems related to acquired or developmental disorders of the nervous system, such as neurodegenerative disorders, traumatic brain injury, seizure disorders, and learning disabilities. Recommend treatment after diagnosis, such as therapy, medication, or surgery. Assist with evaluation before and after neurosurgical procedures, such as deep brain stimulation.","Research, Development, Design, and Practitioners",0,5,2026,Aviation Neuropsychologist; Board Certified Clinical Neuropsychologist; Clinical Neuropsychologist; Neuropsychology Medical Consultant; Pediatric Clinical Neuropsychologist; Pediatric Neuropsychologist; Staff Psychologist,19,15,1,https://www.onetonline.org/link/details/19-3039.03,2026-09-16T20:56:49Z
19-3041.00,Sociologists,"Study human society and social behavior by examining the groups and social institutions that people form, as well as various social, religious, political, and business organizations. May study the behavior and interaction of groups, trace their origin and growth, and analyze the influence of group activities on individual members.","Research, Development, Design, and Practitioners",0,5,2026,Demographer; Evaluation Specialist; Medical Sociologist; Policy Analyst; Research Associate; Research Coordinator; Research Scientist; Research Specialist; Social Scientist; Sociologist,17,16,1,https://www.onetonline.org/link/details/19-3041.00,2026-09-16T20:56:50Z
19-3051.00,Urban and Regional Planners,"Develop comprehensive plans and programs for use of land and physical facilities of jurisdictions, such as towns, cities, counties, and metropolitan areas.","Research, Development, Design, and Practitioners",0,5,2026,City Planner; Community Development Planner; Community Planner; Development Technician; Housing Development Specialist; Neighborhood Planner; Planner; Planning Consultant; Planning Technician; Regional Planner,25,23,1,https://www.onetonline.org/link/details/19-3051.00,2026-09-16T20:56:51Z
19-3091.00,Anthropologists and Archeologists,"Study the origin, development, and behavior of human beings. May study the way of life, language, or physical characteristics of people in various parts of the world. May engage in systematic recovery and examination of material evidence, such as tools or pottery remaining from past human cultures, in order to determine the history, customs, and living habits of earlier civilizations.","Research, Development, Design, and Practitioners",0,5,2026,American Indian Policy Specialist; Applied Anthropologist; Applied Cultural Anthropologist; Archaeologist; Communication and Folklore Specialist; Forensic Anthropologist; Historical Archaeologist; Research Archaeologist; Researcher,30,30,1,https://www.onetonline.org/link/details/19-3091.00,2026-09-16T20:56:51Z
19-3092.00,Geographers,"Study the nature and use of areas of the Earth's surface, relating and interpreting interactions of physical and cultural phenomena. Conduct research on physical aspects of a region, including land forms, climates, soils, plants, and animals, and conduct research on the spatial implications of human activities within a given area, including social characteristics, economic activities, and political organization, as well as researching interdependence between regions at scales ranging from local to global.","Research, Development, Design, and Practitioners",0,4,2026,Earth Observations Scientist; Geographer; GIS Coordinator (Geographic Information Systems Coordinator); GIS Geographer (Geographic Information Systems Geographer); GIS Physical Scientist (Geographic Information Systems Physical Scientist); Scientist,12,9,1,https://www.onetonline.org/link/details/19-3092.00,2026-09-16T20:56:52Z
19-3094.00,Political Scientists,"Study the origin, development, and operation of political systems. May study topics, such as public opinion, political decisionmaking, and ideology. May analyze the structure and operation of governments, as well as various political entities. May conduct public opinion surveys, analyze election results, or analyze public documents.","Research, Development, Design, and Practitioners",0,5,2026,,14,15,1,https://www.onetonline.org/link/details/19-3094.00,2026-09-16T20:56:53Z
19-3099.00,"Social Scientists and Related Workers, All Other",All social scientists and related workers not listed separately.,"Research, Development, Design, and Practitioners",0,,,,0,0,1,https://www.onetonline.org/link/details/19-3099.00,2026-09-16T20:56:53Z
19-3099.01,Transportation Planners,"Prepare studies for proposed transportation projects. Gather, compile, and analyze data. Study the use and operation of transportation systems. Develop transportation models or simulations.","Research, Development, Design, and Practitioners",0,4,2026,Planner; Program Officer; Transportation Analyst; Transportation Data Programs Manager; Transportation Planner,22,21,1,https://www.onetonline.org/link/details/19-3099.01,2026-09-16T20:56:54Z
19-4012.00,Agricultural Technicians,"Work with agricultural scientists in plant, fiber, and animal research, or assist with animal breeding and nutrition. Set up or maintain laboratory equipment and collect samples from crops or animals. Prepare specimens or record data to assist scientists in biology or related life science experiments. Conduct tests and experiments to improve yield and quality of crops or to increase the resistance of plants and animals to disease or insects.",Technologists and Technicians,0,3,2026,Agricultural Research Technician (Agricultural Research Tech); Agricultural Research Technologist; Agricultural Technician (Agricultural Tech); Agriculture Assistant; Agronomy Research Technician (Agronomy Research Tech); Field Assistant; Insect Research Technician (Insect Research Tech); Lab Tech (Laboratory Technician); Seed Analyst,26,22,1,https://www.onetonline.org/link/details/19-4012.00,2026-09-16T20:56:55Z
19-4012.01,Precision Agriculture Technicians,"Apply geospatial technologies, including geographic information systems (GIS) and Global Positioning System (GPS), to agricultural production or management activities, such as pest scouting, site-specific pesticide application, yield mapping, or variable-rate irrigation. May use computers to develop or analyze maps or remote sensing images to compare physical topography with data on soils, fertilizer, pests, or weather.",Technologists and Technicians,0,3,2026,Agrintelligence Specialist (Agriculture Intelligence Specialist); Agronomist; Agronomy Consultant; Crop Consultant; Crop Specialist; Precision Agriculture Analyst (Precision Ag Analyst); Precision Agriculture Specialist (Precision Ag Specialist); Precision Agronomist; Precision Farming Coordinator; Precision Technology Agronomist (Precision Tech Agronomist),23,17,1,https://www.onetonline.org/link/details/19-4012.01,2026-09-16T20:56:55Z
19-4013.00,Food Science Technicians,"Work with food scientists or technologists to perform standardized qualitative and quantitative tests to determine physical or chemical properties of food or beverage products. Includes technicians who assist in research and development of production technology, quality control, packaging, processing, and use of foods.",Technologists and Technicians,1,3,2026,Central Laboratory Technician (CLT); Food Science Tech (Food Science Technician); Laboratory Assistant (Lab Assistant); Laboratory Technician (Lab Tech); QA Lab Tech (Quality Assurance Lab Technician); QC Tech (Quality Assurance Technician); QC Tech (Quality Control Technician); Quality Analyst; Quality Assurance Analyst (QA Analyst); Quality Tech (Quality Technician),16,14,1,https://www.onetonline.org/link/details/19-4013.00,2026-09-16T20:56:56Z
19-4021.00,Biological Technicians,"Assist biological and medical scientists. Set up, operate, and maintain laboratory instruments and equipment, monitor experiments, collect data and samples, make observations, and calculate and record results. May analyze organic substances, such as blood, food, and drugs.",Technologists and Technicians,0,4,2026,Biological Science Lab Tech (Biological Science Laboratory Technician); Biological Science Technician (Biological Science Tech); Biologist Aide; Biologist Technician (Biologist Tech); Environmental Technician (Environmental Tech); Fisheries Biological Technician (Fisheries Biological Tech); Marine Fisheries Technician (Marine Fisheries Tech); Microbiology Technician (Microbiology Tech); Research Assistant; Research Associate,18,21,1,https://www.onetonline.org/link/details/19-4021.00,2026-09-16T20:56:57Z
19-4031.00,Chemical Technicians,"Conduct chemical and physical laboratory tests to assist scientists in making qualitative and quantitative analyses of solids, liquids, and gaseous materials for research and development of new products or processes, quality control, maintenance of environmental standards, and other work involving experimental, theoretical, or practical application of chemistry and related sciences.",Technologists and Technicians,0,3,2026,Analytical Laboratory Technician (Analytical Lab Technician); Chemical Analyst; Chemical Technician; Laboratory Analyst (Lab Analyst); Laboratory Technician (Lab Tech); Laboratory Tester (Lab Tester); Organic Preparation Analyst (Organic Prep Analyst); Quality Control Laboratory Technician (QC Lab Tech); Quality Control Technician (QC Tech); Research Technician,16,18,1,https://www.onetonline.org/link/details/19-4031.00,2026-09-16T20:56:57Z
19-4042.00,"Environmental Science and Protection Technicians, Including Health","Perform laboratory and field tests to monitor the environment and investigate sources of pollution, including those that affect health, under the direction of an environmental scientist, engineer, or other specialist. May collect samples of gases, soil, water, and other materials for testing.",Technologists and Technicians,0,4,2026,Environmental Health Officer (EHO); Environmental Technician (Environmental Tech); Industrial Pretreatment Program Specialist (IPP Specialist); Lab Technician (Laboratory Technician); Public Health Sanitarian; Sanitarian; Sanitarian Specialist; Soil Lab Technician (Soil Laboratory Technician); Water Quality Analyst; Water Quality Specialist,25,29,1,https://www.onetonline.org/link/details/19-4042.00,2026-09-16T20:56:58Z
19-4043.00,"Geological Technicians, Except Hydrologic Technicians","Assist scientists or engineers in the use of electronic, sonic, or nuclear measuring instruments in laboratory, exploration, and production activities to obtain data indicating resources such as metallic ore, minerals, gas, coal, or petroleum. Analyze mud and drill cuttings. Chart pressure, temperature, and other characteristics of wells or bore holes.",Technologists and Technicians,0,4,2026,Core Inspector; Environmental Field Services Technician; Environmental Sampling Technician; Geological E-Logger; Geological Technician; Geoscience Technician; Geotechnician; Materials Technician; Physical Science Technician; Soils Technician,29,25,1,https://www.onetonline.org/link/details/19-4043.00,2026-09-16T20:56:59Z
19-4044.00,Hydrologic Technicians,"Collect and organize data concerning the distribution and circulation of ground and surface water, and data on its physical, chemical, and biological properties. Measure and report on flow rates and ground water levels, maintain field equipment, collect water samples, install and collect sampling equipment, and process samples for shipment to testing laboratories. May collect data on behalf of hydrologists, engineers, developers, government agencies, or agriculture.",Technologists and Technicians,0,3,2026,,16,18,1,https://www.onetonline.org/link/details/19-4044.00,2026-09-16T20:56:59Z
19-4051.00,Nuclear Technicians,"Assist nuclear physicists, nuclear engineers, or other scientists in laboratory, power generation, or electricity production activities. May operate, maintain, or provide quality control for nuclear testing and research equipment. May monitor radiation.",Technologists and Technicians,0,3,2026,Auxiliary Operator; Equipment Operator; Licensed Nuclear Operator; Non-Licensed Nuclear Equipment Operator (NLO); Non-Licensed Nuclear Plant Operator (NLO); Nuclear Auxiliary Operator; Nuclear Equipment Operator (NEO); Nuclear Plant Equipment Operator (NAPEO); Operations Technician; Systems Operator,18,15,1,https://www.onetonline.org/link/details/19-4051.00,2026-09-16T20:57:00Z
19-4051.02,Nuclear Monitoring Technicians,"Collect and test samples to monitor results of nuclear experiments and contamination of humans, facilities, and environment.",Technologists and Technicians,0,3,2026,Health Physics Technician (HP Tech); Nuclear Chemistry Technician; Radiation Control Technician (Radcon Technician); Radiation Protection Specialist (RP Specialist); Radiation Protection Technician (RPT); Radiation Technician; Radiochemical Technician,19,16,1,https://www.onetonline.org/link/details/19-4051.02,2026-09-16T20:57:01Z
19-4061.00,Social Science Research Assistants,"Assist social scientists in laboratory, survey, and other social science research. May help prepare findings for publication and assist in laboratory analysis, quality control, or data management.",Technologists and Technicians,0,4,2026,Clinical Research Assistant; Graduate Assistant; Graduate Research Assistant; Research Aide; Research Assistant; Research Associate; Research Technician; Social Research Assistant,23,21,1,https://www.onetonline.org/link/details/19-4061.00,2026-09-16T20:57:02Z
19-4071.00,Forest and Conservation Technicians,"Provide technical assistance regarding the conservation of soil, water, forests, or related natural resources. May compile data pertaining to size, content, condition, and other characteristics of forest tracts under the direction of foresters, or train and lead forest workers in forest propagation and fire prevention and suppression. May assist conservation scientists in managing, improving, and protecting rangelands and wildlife habitats.",Technologists and Technicians,0,3,2026,Biological Science Aide; Forest Technician; Forestry Aide; Forestry Technician (Forestry Tech); Resource Technician; Timber Appraiser,24,20,1,https://www.onetonline.org/link/details/19-4071.00,2026-09-16T20:57:02Z
19-4092.00,Forensic Science Technicians,"Collect, identify, classify, and analyze physical evidence related to criminal investigations. Perform tests on weapons or substances, such as fiber, hair, and tissue to determine significance to investigation. May testify as expert witnesses on evidence or crime laboratory techniques. May serve as specialists in area of expertise, such as ballistics, fingerprinting, handwriting, or biochemistry.",Technologists and Technicians,1,3,2026,Crime Lab Analyst (Crime Laboratory Analyst); Crime Scene Analyst (CSA); Crime Scene Technician (Crime Scene Tech); Criminalist; CSI (Crime Scene Investigator); Evidence Technician (Evidence Tech); Forensic Science Examiner; Forensic Scientist; Forensic Specialist; Latent Print Examiner,26,20,1,https://www.onetonline.org/link/details/19-4092.00,2026-09-16T20:57:03Z
19-4099.00,"Life, Physical, and Social Science Technicians, All Other","All life, physical, and social science technicians not listed separately.",Technologists and Technicians,0,,,,0,0,1,https://www.onetonline.org/link/details/19-4099.00,2026-09-16T20:57:03Z
19-4099.01,Quality Control Analysts,"Conduct tests to determine quality of raw materials, bulk intermediate and finished products. May conduct stability sample tests.",Technologists and Technicians,0,3,2026,Lab Analyst; Lab Technician (Lab Tech); Laboratory Analyst; Microbiology Lab Analyst; QA Auditor (Quality Assurance Auditor); QA Lab Tech (Quality Assurance Lab Technician); QA Tech (Quality Assurance Technician); Quality Control Analyst (QC Analyst); Quality Control Lab Technician (QC Lab Tech); Quality Control Technician (QC Tech),26,24,1,https://www.onetonline.org/link/details/19-4099.01,2026-09-16T20:57:05Z
19-4099.03,Remote Sensing Technicians,"Apply remote sensing technologies to assist scientists in areas such as natural resources, urban planning, or homeland security. May prepare flight plans or sensor configurations for flight trips.",Technologists and Technicians,0,4,2026,Digital Cartographic Technician; Geospatial Extractor; Meteorologist Liaison; Research Associate,22,20,1,https://www.onetonline.org/link/details/19-4099.03,2026-09-16T20:57:05Z
25-1021.00,"Computer Science Teachers, Postsecondary","Teach courses in computer science. May specialize in a field of computer science, such as the design and function of computers or operations and research analysis. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",Postsecondary Teaching,1,5,2026,Assistant Professor; Associate Professor; Computer Information Systems Instructor (CIS Instructor); Computer Science Instructor; Computer Science Professor; Faculty Member; Information Technology Instructor (IT Instructor); Instructor; Lecturer; Professor,26,28,1,https://www.onetonline.org/link/details/25-1021.00,2026-09-16T20:57:06Z
25-1022.00,"Mathematical Science Teachers, Postsecondary","Teach courses pertaining to mathematical concepts, statistics, and actuarial science and to the application of original and standardized mathematical techniques in solving specific problems and situations. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",Postsecondary Teaching,0,5,2026,Adjunct Mathematics Instructor; Assistant Professor; Associate Professor; Instructor; Math Teacher; Mathematical Sciences Professor; Mathematics Instructor (Math Instructor); Mathematics Lecturer; Mathematics Professor; Professor,24,29,1,https://www.onetonline.org/link/details/25-1022.00,2026-09-16T20:57:07Z
25-1031.00,"Architecture Teachers, Postsecondary","Teach courses in architecture and architectural design, such as architectural environmental design, interior architecture/design, and landscape architecture. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",Postsecondary Teaching,0,5,2026,Adjunct Instructor; Adjunct Professor; Architecture Professor; Assistant Professor; Associate Professor; Faculty Member; Instructor; Interior Design Professor; Lecturer; Professor,22,25,1,https://www.onetonline.org/link/details/25-1031.00,2026-09-16T20:57:08Z
25-1032.00,"Engineering Teachers, Postsecondary","Teach courses pertaining to the application of physical laws and principles of engineering for the development of machines, materials, instruments, processes, and services. Includes teachers of subjects such as chemical, civil, electrical, industrial, mechanical, mineral, and petroleum engineering. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",Postsecondary Teaching,1,5,2026,Assistant Professor; Associate Professor; Chemical Engineering Professor; Electrical Engineering Professor; Engineering Instructor; Engineering Professor; Environmental Engineering Professor; Instructor; Mechanical Engineering Professor; Professor,24,29,1,https://www.onetonline.org/link/details/25-1032.00,2026-09-16T20:57:08Z
25-1041.00,"Agricultural Sciences Teachers, Postsecondary","Teach courses in the agricultural sciences. Includes teachers of agronomy, dairy sciences, fisheries management, horticultural sciences, poultry sciences, range management, and agricultural soil conservation. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",Postsecondary Teaching,0,5,2026,Agriculture Instructor; Agriculture Professor; Agronomy Professor; Animal Science Professor; Associate Professor; Horticulture Instructor; Horticulture Professor; Instructor; Plant Science Professor; Professor,23,26,1,https://www.onetonline.org/link/details/25-1041.00,2026-09-16T20:57:09Z
25-1042.00,"Biological Science Teachers, Postsecondary",Teach courses in biological sciences. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,Postsecondary Teaching,1,5,2026,Anatomy Instructor; Assistant Professor; Associate Professor; Biological Sciences Professor; Biology Instructor; Biology Professor; Instructor; Lecturer; Physiology Instructor; Professor,28,31,1,https://www.onetonline.org/link/details/25-1042.00,2026-09-16T20:57:09Z
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Teach courses in forestry and conservation science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,Postsecondary Teaching,0,5,2026,Assistant Professor; Associate Professor; Conservation Biology Professor; Extension Professor; Forest Technology Professor; Forestry Professor; Lecturer; Natural Resources Professor; Professor; Research Professor,26,28,1,https://www.onetonline.org/link/details/25-1043.00,2026-09-16T20:57:10Z
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Teach courses in the physical sciences, except chemistry and physics. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research.",Postsecondary Teaching,0,5,2026,Assistant Professor; Associate Professor; Astronomy Professor; Atmospheric Sciences Professor; Geology Professor; Instructor; Meteorology Professor; Oceanography Professor; Professor; Research Professor,26,29,1,https://www.onetonline.org/link/details/25-1051.00,2026-09-16T20:57:11Z
25-1052.00,"Chemistry Teachers, Postsecondary","Teach courses pertaining to the chemical and physical properties and compositional changes of substances. Work may include providing instruction in the methods of qualitative and quantitative chemical analysis. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research.",Postsecondary Teaching,0,5,2026,Assistant Professor; Associate Professor; Biochemistry Professor; Chemistry Faculty Member; Chemistry Instructor; Chemistry Professor; Instructor; Lecturer; Organic Chemistry Professor; Professor,28,34,1,https://www.onetonline.org/link/details/25-1052.00,2026-09-16T20:57:11Z
25-1053.00,"Environmental Science Teachers, Postsecondary",Teach courses in environmental science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,Postsecondary Teaching,0,5,2026,Adjunct Professor; Assistant Professor; Associate Professor; Environmental Engineering Professor; Environmental Sciences Professor; Environmental Studies Professor; Faculty Member; Instructor; Lecturer; Professor,25,28,1,https://www.onetonline.org/link/details/25-1053.00,2026-09-16T20:57:12Z
25-1054.00,"Physics Teachers, Postsecondary",Teach courses pertaining to the laws of matter and energy. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,Postsecondary Teaching,0,5,2026,Adjunct Professor; Assistant Professor; Associate Professor; Instructor; Physical Science Professor; Physics Instructor; Physics Lecturer; Physics Professor; Professor; Science Instructor,25,28,1,https://www.onetonline.org/link/details/25-1054.00,2026-09-16T20:57:13Z
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Teach courses in anthropology or archeology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,Postsecondary Teaching,0,5,2026,Anthropology Department Chair; Anthropology Instructor; Anthropology Lecturer; Anthropology Professor; Archaeology Professor; Assistant Professor; Cultural Anthropology Professor; Instructor; Lecturer; Professor,27,31,1,https://www.onetonline.org/link/details/25-1061.00,2026-09-16T20:57:13Z
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Teach courses pertaining to the culture and development of an area, an ethnic group, or any other group, such as Latin American studies, women's studies, or urban affairs. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",Postsecondary Teaching,0,5,2026,Adjunct Professor; American Studies Professor; Assistant Professor; Associate Professor; Black Studies Professor; Ethnic Studies Professor; Humanities Professor; Lecturer; Professor; Women's Studies Professor,23,26,1,https://www.onetonline.org/link/details/25-1062.00,2026-09-16T20:57:14Z
25-1063.00,"Economics Teachers, Postsecondary",Teach courses in economics. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,Postsecondary Teaching,0,5,2026,Adjunct Professor; Assistant Professor; Associate Professor; Economics Instructor; Economics Lecturer; Economics Professor; Finance Professor; Instructor; Lecturer; Professor,22,25,1,https://www.onetonline.org/link/details/25-1063.00,2026-09-16T20:57:15Z
25-1064.00,"Geography Teachers, Postsecondary",Teach courses in geography. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,Postsecondary Teaching,0,5,2026,Assistant Professor; Associate Professor; Geography Instructor; Geography Professor; Human Geography Instructor; Human Geography Professor; Instructor; Lecturer; Physical Geography Professor; Professor,25,29,1,https://www.onetonline.org/link/details/25-1064.00,2026-09-16T20:57:16Z
25-1065.00,"Political Science Teachers, Postsecondary","Teach courses in political science, international affairs, and international relations. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",Postsecondary Teaching,0,5,2026,Adjunct Professor; Assistant Professor; Associate Professor; Faculty Member; Government Professor; Instructor; Political Science Instructor; Political Science Professor; Professor; Public Administration Professor,22,25,1,https://www.onetonline.org/link/details/25-1065.00,2026-09-16T20:57:16Z
25-1066.00,"Psychology Teachers, Postsecondary","Teach courses in psychology, such as child, clinical, and developmental psychology, and psychological counseling. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",Postsecondary Teaching,0,5,2026,Adjunct Instructor; Assistant Professor; Associate Professor; Clinical Psychology Professor; Faculty Member; Instructor; Lecturer; Professor; Psychology Instructor; Psychology Professor,30,35,1,https://www.onetonline.org/link/details/25-1066.00,2026-09-16T20:57:17Z
25-1067.00,"Sociology Teachers, Postsecondary",Teach courses in sociology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,Postsecondary Teaching,0,5,2026,Adjunct Instructor; Assistant Professor; Associate Professor; Faculty Member; Instructor; Lecturer; Professor; Social Science Instructor; Sociology Instructor; Sociology Professor,27,28,1,https://www.onetonline.org/link/details/25-1067.00,2026-09-16T20:57:18Z
25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",All postsecondary social sciences teachers not listed separately.,Postsecondary Teaching,0,,,,0,0,1,https://www.onetonline.org/link/details/25-1069.00,2026-09-16T20:57:18Z
25-1071.00,"Health Specialties Teachers, Postsecondary","Teach courses in health specialties, in fields such as dentistry, laboratory technology, medicine, pharmacy, public health, therapy, and veterinary medicine.",Postsecondary Teaching,1,5,2026,Assistant Professor; Associate Professor; Clinical Professor; Instructor; Lecturer; Occupational Therapy Professor; Pharmacology Professor; Physical Therapy Professor; Professor; Public Health Professor,22,25,1,https://www.onetonline.org/link/details/25-1071.00,2026-09-16T20:57:19Z
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Demonstrate and teach patient care in classroom and clinical units to nursing students. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,Postsecondary Teaching,1,5,2026,Assistant Professor; Associate Professor; Clinical Nursing Instructor; Faculty Member; Instructor; Lecturer; Nurse Educator; Nursing Instructor; Nursing Professor; Professor,29,31,1,https://www.onetonline.org/link/details/25-1072.00,2026-09-16T20:57:20Z
29-1011.00,Chiropractors,"Assess, treat, and care for patients by manipulation of spine and musculoskeletal system. May provide spinal adjustment or address sacral or pelvic misalignment.","Research, Development, Design, and Practitioners",1,5,2026,Chiropractic Doctor (DC); Chiropractic Neurologist; Chiropractic Physician,13,20,1,https://www.onetonline.org/link/details/29-1011.00,2026-09-16T20:57:20Z
29-1021.00,"Dentists, General","Examine, diagnose, and treat diseases, injuries, and malformations of teeth and gums. May treat diseases of nerve, pulp, and other dental tissues affecting oral hygiene and retention of teeth. May fit dental appliances or provide preventive care.","Research, Development, Design, and Practitioners",0,5,2026,DDS (Dental Surgery Doctor); Dentist; DMD (Dental Medicine Doctor); Endodontist; Family Dentist; General Dentist; Pediatric Dentist; Pedodontist; Periodontist,21,19,1,https://www.onetonline.org/link/details/29-1021.00,2026-09-16T20:57:21Z
29-1022.00,Oral and Maxillofacial Surgeons,"Perform surgery and related procedures on the hard and soft tissues of the oral and maxillofacial regions to treat diseases, injuries, or defects. May diagnose problems of the oral and maxillofacial regions. May perform surgery to improve function or appearance.","Research, Development, Design, and Practitioners",0,5,2026,DDS (Dental Surgery Doctor); Maxillofacial Surgeon; Oral and Maxillofacial Surgery Resident; Oral Surgeon; Surgeon,16,9,1,https://www.onetonline.org/link/details/29-1022.00,2026-09-16T20:57:22Z
29-1023.00,Orthodontists,"Examine, diagnose, and treat dental malocclusions and oral cavity anomalies. Design and fabricate appliances to realign teeth and jaws to produce and maintain normal function and to improve appearance.","Research, Development, Design, and Practitioners",0,5,2026,Board Certified Orthodontist; Orthodontic Dentist; Orthodontic Specialist; Orthodontics and Dentofacial Orthopedics Specialist; Orthodontics Doctor; Orthodontist,11,12,1,https://www.onetonline.org/link/details/29-1023.00,2026-09-16T20:57:23Z
29-1024.00,Prosthodontists,"Diagnose, treat, rehabilitate, design, and fit prostheses that maintain oral function, health, and appearance for patients with clinical conditions associated with teeth, oral and maxillofacial tissues, or the jaw.","Research, Development, Design, and Practitioners",1,5,2026,DDS (Doctor of Dental Surgery); Dental Science Dr (Dental Science Doctor); Denturist; Maxillofacial Prosthodontist; Prosthetic Dentist; Prosthodontist; Reconstructive Dentist; Removable Prosthodontist; Restorative Dentist,14,9,1,https://www.onetonline.org/link/details/29-1024.00,2026-09-16T20:57:23Z
29-1029.00,"Dentists, All Other Specialists",All dentists not listed separately.,"Research, Development, Design, and Practitioners",0,,,,0,0,1,https://www.onetonline.org/link/details/29-1029.00,2026-09-16T20:57:24Z
29-1031.00,Dietitians and Nutritionists,"Plan and conduct food service or nutritional programs to assist in the promotion of health and control of disease. May supervise activities of a department providing quantity food services, counsel individuals, or conduct nutritional research.","Research, Development, Design, and Practitioners",1,5,2026,Clinical Dietician; Clinical Dietitian; Clinical Nutritionist; Dietitian; Nutritionist; Oncology Dietitian; Outpatient Dietitian; Registered Dietician; Registered Dietitian; Renal Dietitian,28,30,1,https://www.onetonline.org/link/details/29-1031.00,2026-09-16T20:57:25Z
29-1041.00,Optometrists,"Diagnose, manage, and treat conditions and diseases of the human eye and visual system. Examine eyes and visual system, diagnose problems or impairments, prescribe corrective lenses, and provide treatment. May prescribe therapeutic drugs to treat specific eye conditions.","Research, Development, Design, and Practitioners",1,5,2026,Optometrist; Optometry Doctor (OD); Therapeutic Optometrist,10,13,1,https://www.onetonline.org/link/details/29-1041.00,2026-09-16T20:57:25Z
29-1051.00,Pharmacists,"Dispense drugs prescribed by physicians and other health practitioners and provide information to patients about medications and their use. May advise physicians and other health practitioners on the selection, dosage, interactions, and side effects of medications.","Research, Development, Design, and Practitioners",1,5,2026,Clinical Pharmacist; Clinical Pharmacy Specialist (CPS); Community Pharmacist; Hospital Pharmacist; Inpatient Pharmacist; Pharm D (Pharmacy Doctor); Pharmacy Informaticist; Pharmacy Services Clinical Coordinator; Registered Pharmacist; Retail Pharmacist,21,29,1,https://www.onetonline.org/link/details/29-1051.00,2026-09-16T20:57:26Z
29-1071.00,Physician Assistants,"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.","Research, Development, Design, and Practitioners",1,5,2026,Cardiology Physician Assistant; Certified Physician Assistant (PA-C); Emergency Medicine Physician Assistant (Emergency Medicine PA); Family Practice Physician Assistant; Orthopaedic Physician Assistant; Orthopedic Physician Assistant; Physician Assistant (PA); Physician's Assistant; Surgical Critical Care Physician Assistant (Surgical Critical Care PA); Surgical Physician Assistant (Surgical PA),13,15,1,https://www.onetonline.org/link/details/29-1071.00,2026-09-16T20:57:27Z
29-1071.01,Anesthesiologist Assistants,Assist anesthesiologists in the administration of anesthesia for surgical and non-surgical procedures. Monitor patient status and provide patient care during surgical treatment.,"Research, Development, Design, and Practitioners",1,5,2026,Anesthesia Assistant; Anesthesia Orderly; Anesthesia Technician (Anesthesia Tech); Anesthesiology Assistant; Anesthesiology Technician (Anesthesiology Tech); CAA (Certified Anesthesiologist Assistant); CAA (Certified Anesthesiology Assistant); Cardiothoracic Anesthesia Technician (Cardiothoracic Anesthesia Tech); Cer.AT (Certified Anesthesia Technician); Cer.ATT (Certified Anesthesia Technologist),16,17,1,https://www.onetonline.org/link/details/29-1071.01,2026-09-16T20:57:27Z
